location_account_id,location_account_name,location_id,location_name,location_status,location_store_code,location_address_lines,location_address_locality,location_address_administrative_area,location_address_postal_code,location_primary_phone,location_website_url,location_category_name,location_additional_categories,location_place_id,location_maps_url,location_latitude,location_longitude,location_opening_year,location_opening_month,location_regular_hours,location_labels,location_service_area_business_type,location_description
100272753749399584663,Panka Natural Health,3326559683279742636,Panka Natural Health,Open,02856059060526079777,"901 1st Street North, Suite 901A",Hopkins,MN,55343,(612) 568-8382,https://pankanaturalhealth.com/,Naturopathic practitioner,,ChIJsWPTTrQn9ocRRITDvEC9gkA,https://maps.google.com/maps?cid=4648485851142259780,44.9262389,-93.4117187,2018,9,"[{""openDay"":""MONDAY"",""openTime"":""09:00"",""closeDay"":""MONDAY"",""closeTime"":""17:00""},{""openDay"":""TUESDAY"",""openTime"":""09:00"",""closeDay"":""TUESDAY"",""closeTime"":""17:00""},{""openDay"":""WEDNESDAY"",""openTime"":""09:00"",""closeDay"":""WEDNESDAY"",""closeTime"":""17:00""},{""openDay"":""THURSDAY"",""openTime"":""09:00"",""closeDay"":""THURSDAY"",""closeTime"":""17:00""},{""openDay"":""FRIDAY"",""openTime"":""09:00"",""closeDay"":""FRIDAY"",""closeTime"":""17:00""}]",Adwords_9157175049,Service at the business address and the surrounding area,"Panka Natural Health is a family-owned naturopathic and integrative medicine clinic in Hopkins, MN, established in 2018. Founded by naturopathic doctors Haley and Jacob Panka (Dr. Jacob also holds an MS in Integrative Medicine Research), we take longer, two-hour first visits and use advanced functional lab testing to find the root cause of your symptoms, not just a label for them. We care for hormones, cardiovascular and metabolic health, digestive concerns, brain and cognitive health, and whole families from infants to grandparents. Pay-per-visit, with no membership required. Serving Hopkins and the west metro, plus telehealth across Minnesota and Wisconsin."
100272753749399584663,Panka Natural Health,10418367222074184209,Panka Natural Health,Open,,,,,,(612) 568-8382,https://pankanaturalhealth.com/,Medical clinic,,ChIJqzYhX5yb_IcRFlsaHwLlz30,https://maps.google.com/maps?cid=9065716372194614038,,,2018,9,"""""",,Service only in the surrounding area,"Thank you for your interest. As naturopathic doctors, we excel in the delivery of naturopathic medicine with integrative principles for our patients, clients, and workplace partners. Give us a call for a free 10-minute meeting and check out our website! We have a variety of services available to meet your health needs."
