scope,day_of_week,hour,within_ad_schedule,scheduled_window,Impressions,Clicks,Cost,Conversions
LeadsSearch1_alldays_since_schedule_2026-08-17,Saturday,08,yes,07:00-14:00,39,3,8.65,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Saturday,09,yes,07:00-14:00,22,0,0.0,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Saturday,10,yes,07:00-14:00,64,2,4.67,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Saturday,11,yes,07:00-14:00,26,3,4.54,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Saturday,12,yes,07:00-14:00,18,3,7.28,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Saturday,13,yes,07:00-14:00,6,0,0.0,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,08,yes,08:00-20:00,23,2,4.66,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,09,yes,08:00-20:00,32,0,0.0,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,10,yes,08:00-20:00,41,3,5.07,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,11,yes,08:00-20:00,16,1,1.826,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,12,yes,08:00-20:00,33,0,0.0,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,13,yes,08:00-20:00,42,1,2.91,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,14,yes,08:00-20:00,24,3,7.98,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,15,yes,08:00-20:00,21,2,4.71,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,16,yes,08:00-20:00,2,1,2.31,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,17,yes,08:00-20:00,2,0,0.0,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,18,yes,08:00-20:00,1,0,0.0,0.0
LeadsSearch1_alldays_since_schedule_2026-08-17,Sunday,19,yes,08:00-20:00,3,0,0.0,0.0
LeadsSearch1_alldays_alltime,Monday,00,NO,07:00-20:00,123,7,13.0519,0.0
LeadsSearch1_alldays_alltime,Monday,01,NO,07:00-20:00,72,7,17.6431,1.0
LeadsSearch1_alldays_alltime,Monday,02,NO,07:00-20:00,55,2,5.01,0.0
LeadsSearch1_alldays_alltime,Monday,03,NO,07:00-20:00,37,5,4.19,0.0
LeadsSearch1_alldays_alltime,Monday,04,NO,07:00-20:00,34,1,1.51,0.0
LeadsSearch1_alldays_alltime,Monday,05,NO,07:00-20:00,72,4,6.1,1.0
LeadsSearch1_alldays_alltime,Monday,06,NO,07:00-20:00,96,6,21.093,4.0
LeadsSearch1_alldays_alltime,Monday,07,yes,07:00-20:00,183,7,12.6874,1.0
LeadsSearch1_alldays_alltime,Monday,08,yes,07:00-20:00,251,13,28.1177,1.0
LeadsSearch1_alldays_alltime,Monday,09,yes,07:00-20:00,325,16,53.5,22.0
LeadsSearch1_alldays_alltime,Monday,10,yes,07:00-20:00,373,17,38.7275,1.02
LeadsSearch1_alldays_alltime,Monday,11,yes,07:00-20:00,400,16,41.3015,3.0
LeadsSearch1_alldays_alltime,Monday,12,yes,07:00-20:00,408,29,71.4483,4.0
LeadsSearch1_alldays_alltime,Monday,13,yes,07:00-20:00,282,16,39.5328,8.0
LeadsSearch1_alldays_alltime,Monday,14,yes,07:00-20:00,251,20,50.4515,7.0
LeadsSearch1_alldays_alltime,Monday,15,yes,07:00-20:00,220,20,42.7747,7.0
LeadsSearch1_alldays_alltime,Monday,16,yes,07:00-20:00,111,7,11.825,2.0
LeadsSearch1_alldays_alltime,Monday,17,yes,07:00-20:00,135,8,16.9824,1.0
LeadsSearch1_alldays_alltime,Monday,18,yes,07:00-20:00,114,5,13.296,3.0
LeadsSearch1_alldays_alltime,Monday,19,yes,07:00-20:00,92,1,3.31,1.0
LeadsSearch1_alldays_alltime,Monday,20,NO,07:00-20:00,95,6,9.41,1.0
LeadsSearch1_alldays_alltime,Monday,21,NO,07:00-20:00,33,5,10.3266,1.0
LeadsSearch1_alldays_alltime,Monday,22,NO,07:00-20:00,17,1,3.22,0.0
LeadsSearch1_alldays_alltime,Tuesday,00,NO,07:00-20:00,73,4,11.44,0.0
LeadsSearch1_alldays_alltime,Tuesday,01,NO,07:00-20:00,53,7,12.03,1.0
LeadsSearch1_alldays_alltime,Tuesday,02,NO,07:00-20:00,19,3,3.31,0.0
LeadsSearch1_alldays_alltime,Tuesday,03,NO,07:00-20:00,37,3,3.2132,0.0
LeadsSearch1_alldays_alltime,Tuesday,04,NO,07:00-20:00,58,3,5.3724,0.51
LeadsSearch1_alldays_alltime,Tuesday,05,NO,07:00-20:00,73,7,13.9476,0.0
LeadsSearch1_alldays_alltime,Tuesday,06,NO,07:00-20:00,142,13,23.0362,6.51
LeadsSearch1_alldays_alltime,Tuesday,07,yes,07:00-20:00,227,25,50.6047,5.0
LeadsSearch1_alldays_alltime,Tuesday,08,yes,07:00-20:00,254,18,44.3798,10.98
LeadsSearch1_alldays_alltime,Tuesday,09,yes,07:00-20:00,296,19,58.3069,1.0
LeadsSearch1_alldays_alltime,Tuesday,10,yes,07:00-20:00,412,31,77.9576,8.0
LeadsSearch1_alldays_alltime,Tuesday,11,yes,07:00-20:00,299,17,40.0576,12.0
LeadsSearch1_alldays_alltime,Tuesday,12,yes,07:00-20:00,240,14,31.2029,3.0
LeadsSearch1_alldays_alltime,Tuesday,13,yes,07:00-20:00,314,11,18.8574,0.0
LeadsSearch1_alldays_alltime,Tuesday,14,yes,07:00-20:00,264,20,40.5399,1.0
LeadsSearch1_alldays_alltime,Tuesday,15,yes,07:00-20:00,229,17,34.4926,3.98
LeadsSearch1_alldays_alltime,Tuesday,16,yes,07:00-20:00,170,8,23.2,4.0
LeadsSearch1_alldays_alltime,Tuesday,17,yes,07:00-20:00,97,7,11.31,2.0
LeadsSearch1_alldays_alltime,Tuesday,18,yes,07:00-20:00,94,9,18.68,0.0
LeadsSearch1_alldays_alltime,Tuesday,19,yes,07:00-20:00,50,3,5.21,1.0
LeadsSearch1_alldays_alltime,Tuesday,20,NO,07:00-20:00,88,6,11.7908,0.0
LeadsSearch1_alldays_alltime,Tuesday,21,NO,07:00-20:00,74,3,5.3328,1.0
LeadsSearch1_alldays_alltime,Tuesday,22,NO,07:00-20:00,50,2,6.19,3.0
LeadsSearch1_alldays_alltime,Wednesday,00,NO,07:00-20:00,76,7,16.868,4.0
LeadsSearch1_alldays_alltime,Wednesday,01,NO,07:00-20:00,43,3,3.83,0.0
LeadsSearch1_alldays_alltime,Wednesday,02,NO,07:00-20:00,22,5,9.0482,0.0
LeadsSearch1_alldays_alltime,Wednesday,03,NO,07:00-20:00,22,2,6.01,0.0
LeadsSearch1_alldays_alltime,Wednesday,04,NO,07:00-20:00,49,5,8.7453,0.0
LeadsSearch1_alldays_alltime,Wednesday,05,NO,07:00-20:00,85,4,7.11,0.0
LeadsSearch1_alldays_alltime,Wednesday,06,NO,07:00-20:00,128,10,22.7113,3.0
LeadsSearch1_alldays_alltime,Wednesday,07,yes,07:00-20:00,222,19,43.75,2.0
LeadsSearch1_alldays_alltime,Wednesday,08,yes,07:00-20:00,205,11,26.3989,2.0
LeadsSearch1_alldays_alltime,Wednesday,09,yes,07:00-20:00,273,14,31.4233,3.0
LeadsSearch1_alldays_alltime,Wednesday,10,yes,07:00-20:00,402,22,54.8124,2.0
LeadsSearch1_alldays_alltime,Wednesday,11,yes,07:00-20:00,350,16,32.3657,3.0
LeadsSearch1_alldays_alltime,Wednesday,12,yes,07:00-20:00,278,20,45.9495,4.0
LeadsSearch1_alldays_alltime,Wednesday,13,yes,07:00-20:00,279,7,21.4252,0.02
LeadsSearch1_alldays_alltime,Wednesday,14,yes,07:00-20:00,354,15,32.4829,4.0
LeadsSearch1_alldays_alltime,Wednesday,15,yes,07:00-20:00,248,6,11.6377,1.0
LeadsSearch1_alldays_alltime,Wednesday,16,yes,07:00-20:00,210,7,17.5461,1.0
LeadsSearch1_alldays_alltime,Wednesday,17,yes,07:00-20:00,107,3,4.25,0.0
LeadsSearch1_alldays_alltime,Wednesday,18,yes,07:00-20:00,111,10,20.4938,1.0
LeadsSearch1_alldays_alltime,Wednesday,19,yes,07:00-20:00,106,5,10.91,1.0
LeadsSearch1_alldays_alltime,Wednesday,20,NO,07:00-20:00,47,3,10.7877,0.0
LeadsSearch1_alldays_alltime,Wednesday,21,NO,07:00-20:00,39,2,4.85,0.0
LeadsSearch1_alldays_alltime,Wednesday,22,NO,07:00-20:00,26,3,6.32,1.0
LeadsSearch1_alldays_alltime,Wednesday,23,NO,07:00-20:00,18,1,2.88,0.0
LeadsSearch1_alldays_alltime,Thursday,00,NO,07:00-20:00,61,2,1.928,1.0
LeadsSearch1_alldays_alltime,Thursday,01,NO,07:00-20:00,43,0,0.0,0.0
LeadsSearch1_alldays_alltime,Thursday,02,NO,07:00-20:00,27,1,0.99,2.0
LeadsSearch1_alldays_alltime,Thursday,03,NO,07:00-20:00,29,2,3.56,0.0
LeadsSearch1_alldays_alltime,Thursday,04,NO,07:00-20:00,29,1,1.0,0.0
LeadsSearch1_alldays_alltime,Thursday,05,NO,07:00-20:00,59,4,10.9769,0.0
LeadsSearch1_alldays_alltime,Thursday,06,NO,07:00-20:00,107,9,14.32,0.0
LeadsSearch1_alldays_alltime,Thursday,07,yes,07:00-20:00,218,10,16.68,0.0
LeadsSearch1_alldays_alltime,Thursday,08,yes,07:00-20:00,227,13,50.4005,3.0
LeadsSearch1_alldays_alltime,Thursday,09,yes,07:00-20:00,309,10,21.59,4.0
LeadsSearch1_alldays_alltime,Thursday,10,yes,07:00-20:00,361,7,13.7,4.0
LeadsSearch1_alldays_alltime,Thursday,11,yes,07:00-20:00,290,10,22.5139,4.0
LeadsSearch1_alldays_alltime,Thursday,12,yes,07:00-20:00,289,11,23.8509,3.0
LeadsSearch1_alldays_alltime,Thursday,13,yes,07:00-20:00,328,13,24.3499,0.0
LeadsSearch1_alldays_alltime,Thursday,14,yes,07:00-20:00,315,7,13.4786,2.0
LeadsSearch1_alldays_alltime,Thursday,15,yes,07:00-20:00,376,14,27.3096,1.0
LeadsSearch1_alldays_alltime,Thursday,16,yes,07:00-20:00,192,15,32.3477,6.0
LeadsSearch1_alldays_alltime,Thursday,17,yes,07:00-20:00,149,8,17.69,0.0
LeadsSearch1_alldays_alltime,Thursday,18,yes,07:00-20:00,79,7,12.9898,1.0
LeadsSearch1_alldays_alltime,Thursday,19,yes,07:00-20:00,59,5,10.83,2.0
LeadsSearch1_alldays_alltime,Thursday,20,NO,07:00-20:00,46,5,14.4825,0.0
LeadsSearch1_alldays_alltime,Thursday,21,NO,07:00-20:00,42,3,7.4764,0.0
LeadsSearch1_alldays_alltime,Thursday,22,NO,07:00-20:00,45,3,3.59,0.0
LeadsSearch1_alldays_alltime,Thursday,23,NO,07:00-20:00,6,1,1.8,0.0
LeadsSearch1_alldays_alltime,Friday,00,NO,07:00-20:00,46,4,8.54,0.0
LeadsSearch1_alldays_alltime,Friday,01,NO,07:00-20:00,46,7,24.1312,2.0
LeadsSearch1_alldays_alltime,Friday,02,NO,07:00-20:00,37,3,7.4201,0.0
LeadsSearch1_alldays_alltime,Friday,03,NO,07:00-20:00,15,3,9.1027,0.0
LeadsSearch1_alldays_alltime,Friday,04,NO,07:00-20:00,26,2,2.43,0.0
LeadsSearch1_alldays_alltime,Friday,05,NO,07:00-20:00,37,0,0.0,0.0
LeadsSearch1_alldays_alltime,Friday,06,NO,07:00-20:00,64,6,17.9,0.0
LeadsSearch1_alldays_alltime,Friday,07,yes,07:00-20:00,152,7,15.7,1.0
LeadsSearch1_alldays_alltime,Friday,08,yes,07:00-20:00,217,11,21.127,3.0
LeadsSearch1_alldays_alltime,Friday,09,yes,07:00-20:00,311,12,40.0639,9.0
LeadsSearch1_alldays_alltime,Friday,10,yes,07:00-20:00,244,13,28.1935,3.0
LeadsSearch1_alldays_alltime,Friday,11,yes,07:00-20:00,330,17,32.3728,3.0
LeadsSearch1_alldays_alltime,Friday,12,yes,07:00-20:00,269,15,37.7581,5.0
LeadsSearch1_alldays_alltime,Friday,13,yes,07:00-20:00,239,12,42.0596,9.0
LeadsSearch1_alldays_alltime,Friday,14,yes,07:00-20:00,222,9,21.97,1.0
LeadsSearch1_alldays_alltime,Friday,15,yes,07:00-20:00,150,9,18.1,0.0
LeadsSearch1_alldays_alltime,Friday,16,yes,07:00-20:00,73,3,7.04,1.0
LeadsSearch1_alldays_alltime,Friday,17,yes,07:00-20:00,84,5,9.89,0.0
LeadsSearch1_alldays_alltime,Friday,18,yes,07:00-20:00,65,4,8.98,7.0
LeadsSearch1_alldays_alltime,Friday,19,yes,07:00-20:00,69,7,14.1589,0.0
LeadsSearch1_alldays_alltime,Friday,20,NO,07:00-20:00,55,6,8.9005,0.0
LeadsSearch1_alldays_alltime,Friday,21,NO,07:00-20:00,66,2,4.18,1.0
LeadsSearch1_alldays_alltime,Friday,22,NO,07:00-20:00,42,3,6.524,0.0
LeadsSearch1_alldays_alltime,Friday,23,NO,07:00-20:00,28,1,2.32,0.0
LeadsSearch1_alldays_alltime,Saturday,00,NO,07:00-14:00,143,7,20.9783,3.0
LeadsSearch1_alldays_alltime,Saturday,01,NO,07:00-14:00,44,2,1.6962,1.0
LeadsSearch1_alldays_alltime,Saturday,02,NO,07:00-14:00,53,2,3.22,0.0
LeadsSearch1_alldays_alltime,Saturday,03,NO,07:00-14:00,30,2,4.6862,0.0
LeadsSearch1_alldays_alltime,Saturday,04,NO,07:00-14:00,27,3,4.78,1.0
LeadsSearch1_alldays_alltime,Saturday,05,NO,07:00-14:00,56,2,2.81,1.0
LeadsSearch1_alldays_alltime,Saturday,06,NO,07:00-14:00,99,7,16.2381,2.0
LeadsSearch1_alldays_alltime,Saturday,07,yes,07:00-14:00,204,9,19.8156,2.0
LeadsSearch1_alldays_alltime,Saturday,08,yes,07:00-14:00,208,14,30.1355,2.0
LeadsSearch1_alldays_alltime,Saturday,09,yes,07:00-14:00,258,13,23.4033,1.0
LeadsSearch1_alldays_alltime,Saturday,10,yes,07:00-14:00,325,20,50.0791,6.0
LeadsSearch1_alldays_alltime,Saturday,11,yes,07:00-14:00,298,14,33.04,1.0
LeadsSearch1_alldays_alltime,Saturday,12,yes,07:00-14:00,326,19,39.8394,1.0
LeadsSearch1_alldays_alltime,Saturday,13,yes,07:00-14:00,165,8,21.8113,0.0
LeadsSearch1_alldays_alltime,Saturday,14,NO,07:00-14:00,136,6,15.3722,0.0
LeadsSearch1_alldays_alltime,Saturday,15,NO,07:00-14:00,93,4,13.138,0.0
LeadsSearch1_alldays_alltime,Saturday,16,NO,07:00-14:00,93,8,17.01,2.0
LeadsSearch1_alldays_alltime,Saturday,17,NO,07:00-14:00,125,10,24.3034,10.0
LeadsSearch1_alldays_alltime,Saturday,18,NO,07:00-14:00,81,8,20.1918,7.0
LeadsSearch1_alldays_alltime,Saturday,19,NO,07:00-14:00,95,9,18.8513,1.0
LeadsSearch1_alldays_alltime,Saturday,20,NO,07:00-14:00,138,14,27.9223,0.0
LeadsSearch1_alldays_alltime,Saturday,21,NO,07:00-14:00,100,6,11.1469,3.0
LeadsSearch1_alldays_alltime,Saturday,22,NO,07:00-14:00,118,5,12.32,1.0
LeadsSearch1_alldays_alltime,Saturday,23,NO,07:00-14:00,12,2,8.27,0.0
LeadsSearch1_alldays_alltime,Sunday,00,NO,08:00-20:00,71,6,12.95,0.0
LeadsSearch1_alldays_alltime,Sunday,01,NO,08:00-20:00,52,3,11.44,0.0
LeadsSearch1_alldays_alltime,Sunday,02,NO,08:00-20:00,54,5,21.7002,0.0
LeadsSearch1_alldays_alltime,Sunday,03,NO,08:00-20:00,37,5,13.34,1.0
LeadsSearch1_alldays_alltime,Sunday,04,NO,08:00-20:00,30,1,1.36,0.0
LeadsSearch1_alldays_alltime,Sunday,05,NO,08:00-20:00,50,0,0.0,0.0
LeadsSearch1_alldays_alltime,Sunday,06,NO,08:00-20:00,86,8,17.3793,0.0
LeadsSearch1_alldays_alltime,Sunday,07,NO,08:00-20:00,132,9,26.3378,0.0
LeadsSearch1_alldays_alltime,Sunday,08,yes,08:00-20:00,184,9,23.76,2.0
LeadsSearch1_alldays_alltime,Sunday,09,yes,08:00-20:00,206,9,21.3616,4.0
LeadsSearch1_alldays_alltime,Sunday,10,yes,08:00-20:00,205,17,58.9383,1.0
LeadsSearch1_alldays_alltime,Sunday,11,yes,08:00-20:00,149,7,11.7305,0.0
LeadsSearch1_alldays_alltime,Sunday,12,yes,08:00-20:00,230,18,44.9547,1.0
LeadsSearch1_alldays_alltime,Sunday,13,yes,08:00-20:00,225,7,28.54,2.0
LeadsSearch1_alldays_alltime,Sunday,14,yes,08:00-20:00,182,16,42.3436,1.0
LeadsSearch1_alldays_alltime,Sunday,15,yes,08:00-20:00,195,8,25.24,1.0
LeadsSearch1_alldays_alltime,Sunday,16,yes,08:00-20:00,157,10,27.9658,0.0
LeadsSearch1_alldays_alltime,Sunday,17,yes,08:00-20:00,86,5,9.8172,4.0
LeadsSearch1_alldays_alltime,Sunday,18,yes,08:00-20:00,131,11,23.1676,3.0
LeadsSearch1_alldays_alltime,Sunday,19,yes,08:00-20:00,137,8,23.7816,4.0
LeadsSearch1_alldays_alltime,Sunday,20,NO,08:00-20:00,135,12,24.0105,0.0
LeadsSearch1_alldays_alltime,Sunday,21,NO,08:00-20:00,122,7,17.3612,7.0
LeadsSearch1_alldays_alltime,Sunday,22,NO,08:00-20:00,146,14,26.4871,3.0
LeadsSearch1_alldays_alltime,Sunday,23,NO,08:00-20:00,56,3,5.03,0.0
AllCampaigns_alldays_alltime,Monday,00,NO,07:00-20:00,1124,40,18.0411,24.0
AllCampaigns_alldays_alltime,Monday,01,NO,07:00-20:00,581,26,20.2011,7.0
AllCampaigns_alldays_alltime,Monday,02,NO,07:00-20:00,353,12,6.4253,1.0
AllCampaigns_alldays_alltime,Monday,03,NO,07:00-20:00,214,15,5.0707,1.0
AllCampaigns_alldays_alltime,Monday,04,NO,07:00-20:00,114,3,1.9287,0.0
AllCampaigns_alldays_alltime,Monday,05,NO,07:00-20:00,127,6,6.3785,1.0
AllCampaigns_alldays_alltime,Monday,06,NO,07:00-20:00,137,8,21.2951,6.0
AllCampaigns_alldays_alltime,Monday,07,yes,07:00-20:00,230,9,12.8638,2.0
AllCampaigns_alldays_alltime,Monday,08,yes,07:00-20:00,336,19,32.7706,1.0
AllCampaigns_alldays_alltime,Monday,09,yes,07:00-20:00,397,19,53.7189,23.0
AllCampaigns_alldays_alltime,Monday,10,yes,07:00-20:00,966,37,64.2742,5.02
AllCampaigns_alldays_alltime,Monday,11,yes,07:00-20:00,1581,53,61.1749,9.0
AllCampaigns_alldays_alltime,Monday,12,yes,07:00-20:00,1819,86,79.6344,5.0
AllCampaigns_alldays_alltime,Monday,13,yes,07:00-20:00,2350,64,46.2107,8.0
AllCampaigns_alldays_alltime,Monday,14,yes,07:00-20:00,938,43,74.2292,9.0
AllCampaigns_alldays_alltime,Monday,15,yes,07:00-20:00,332,23,46.9714,7.0
AllCampaigns_alldays_alltime,Monday,16,yes,07:00-20:00,249,9,12.154,2.0
AllCampaigns_alldays_alltime,Monday,17,yes,07:00-20:00,327,14,17.673,3.0
AllCampaigns_alldays_alltime,Monday,18,yes,07:00-20:00,145,7,13.337,3.0
AllCampaigns_alldays_alltime,Monday,19,yes,07:00-20:00,129,2,4.3975,2.0
AllCampaigns_alldays_alltime,Monday,20,NO,07:00-20:00,201,7,9.6442,1.0
AllCampaigns_alldays_alltime,Monday,21,NO,07:00-20:00,401,19,12.7351,8.0
AllCampaigns_alldays_alltime,Monday,22,NO,07:00-20:00,1251,36,8.7258,32.0
AllCampaigns_alldays_alltime,Monday,23,NO,07:00-20:00,1663,51,7.8282,52.0
AllCampaigns_alldays_alltime,Tuesday,00,NO,07:00-20:00,1921,78,20.6126,56.0
AllCampaigns_alldays_alltime,Tuesday,01,NO,07:00-20:00,1605,67,20.1111,35.0
AllCampaigns_alldays_alltime,Tuesday,02,NO,07:00-20:00,1089,46,8.7838,26.0
AllCampaigns_alldays_alltime,Tuesday,03,NO,07:00-20:00,612,15,6.0052,9.0
AllCampaigns_alldays_alltime,Tuesday,04,NO,07:00-20:00,753,34,9.4866,10.51
AllCampaigns_alldays_alltime,Tuesday,05,NO,07:00-20:00,647,26,18.7986,10.0
AllCampaigns_alldays_alltime,Tuesday,06,NO,07:00-20:00,719,26,25.7627,10.51
AllCampaigns_alldays_alltime,Tuesday,07,yes,07:00-20:00,1018,50,58.6792,8.0
AllCampaigns_alldays_alltime,Tuesday,08,yes,07:00-20:00,1314,69,50.8434,22.98
AllCampaigns_alldays_alltime,Tuesday,09,yes,07:00-20:00,1233,51,64.1645,5.0
AllCampaigns_alldays_alltime,Tuesday,10,yes,07:00-20:00,1835,99,86.7466,19.02
AllCampaigns_alldays_alltime,Tuesday,11,yes,07:00-20:00,1619,72,50.4022,21.0
AllCampaigns_alldays_alltime,Tuesday,12,yes,07:00-20:00,1590,61,44.9917,13.02
AllCampaigns_alldays_alltime,Tuesday,13,yes,07:00-20:00,1612,56,32.3601,13.98
AllCampaigns_alldays_alltime,Tuesday,14,yes,07:00-20:00,1363,57,45.3343,7.0
AllCampaigns_alldays_alltime,Tuesday,15,yes,07:00-20:00,551,28,38.9448,7.98
AllCampaigns_alldays_alltime,Tuesday,16,yes,07:00-20:00,229,11,28.56,6.0
AllCampaigns_alldays_alltime,Tuesday,17,yes,07:00-20:00,131,7,11.3406,2.0
AllCampaigns_alldays_alltime,Tuesday,18,yes,07:00-20:00,119,10,19.1425,1.0
AllCampaigns_alldays_alltime,Tuesday,19,yes,07:00-20:00,86,3,5.2198,1.0
AllCampaigns_alldays_alltime,Tuesday,20,NO,07:00-20:00,137,13,32.105,1.0
AllCampaigns_alldays_alltime,Tuesday,21,NO,07:00-20:00,131,4,6.6328,3.0
AllCampaigns_alldays_alltime,Tuesday,22,NO,07:00-20:00,117,6,17.6322,6.0
AllCampaigns_alldays_alltime,Tuesday,23,NO,07:00-20:00,38,1,0.0931,1.0
AllCampaigns_alldays_alltime,Wednesday,00,NO,07:00-20:00,1294,61,22.3243,73.0
AllCampaigns_alldays_alltime,Wednesday,01,NO,07:00-20:00,997,27,9.2809,22.0
AllCampaigns_alldays_alltime,Wednesday,02,NO,07:00-20:00,395,20,10.9296,10.0
AllCampaigns_alldays_alltime,Wednesday,03,NO,07:00-20:00,204,8,9.277,2.0
AllCampaigns_alldays_alltime,Wednesday,04,NO,07:00-20:00,198,9,13.3582,5.0
AllCampaigns_alldays_alltime,Wednesday,05,NO,07:00-20:00,201,8,12.7708,1.0
AllCampaigns_alldays_alltime,Wednesday,06,NO,07:00-20:00,256,15,26.2512,5.0
AllCampaigns_alldays_alltime,Wednesday,07,yes,07:00-20:00,412,27,49.6364,5.0
AllCampaigns_alldays_alltime,Wednesday,08,yes,07:00-20:00,442,18,28.9176,2.98
AllCampaigns_alldays_alltime,Wednesday,09,yes,07:00-20:00,608,22,42.4705,4.0
AllCampaigns_alldays_alltime,Wednesday,10,yes,07:00-20:00,795,31,65.1625,4.0
AllCampaigns_alldays_alltime,Wednesday,11,yes,07:00-20:00,505,23,51.0076,6.0
AllCampaigns_alldays_alltime,Wednesday,12,yes,07:00-20:00,779,32,55.4406,7.0
AllCampaigns_alldays_alltime,Wednesday,13,yes,07:00-20:00,875,24,24.0792,9.02
AllCampaigns_alldays_alltime,Wednesday,14,yes,07:00-20:00,881,31,36.5145,10.0
AllCampaigns_alldays_alltime,Wednesday,15,yes,07:00-20:00,703,22,39.4402,7.0
AllCampaigns_alldays_alltime,Wednesday,16,yes,07:00-20:00,601,19,32.8021,4.23
AllCampaigns_alldays_alltime,Wednesday,17,yes,07:00-20:00,373,13,21.1972,4.0
AllCampaigns_alldays_alltime,Wednesday,18,yes,07:00-20:00,345,21,22.382,2.0
AllCampaigns_alldays_alltime,Wednesday,19,yes,07:00-20:00,455,11,12.3059,7.0
AllCampaigns_alldays_alltime,Wednesday,20,NO,07:00-20:00,474,28,17.4616,16.0
AllCampaigns_alldays_alltime,Wednesday,21,NO,07:00-20:00,456,17,6.8747,15.0
AllCampaigns_alldays_alltime,Wednesday,22,NO,07:00-20:00,583,33,11.3782,30.0
AllCampaigns_alldays_alltime,Wednesday,23,NO,07:00-20:00,745,31,6.1376,23.0
AllCampaigns_alldays_alltime,Thursday,00,NO,07:00-20:00,1116,37,6.874,24.02
AllCampaigns_alldays_alltime,Thursday,01,NO,07:00-20:00,1064,38,6.9349,17.0
AllCampaigns_alldays_alltime,Thursday,02,NO,07:00-20:00,476,10,3.1529,4.0
AllCampaigns_alldays_alltime,Thursday,03,NO,07:00-20:00,363,7,5.2171,0.0
AllCampaigns_alldays_alltime,Thursday,04,NO,07:00-20:00,266,5,2.1156,3.0
AllCampaigns_alldays_alltime,Thursday,05,NO,07:00-20:00,312,13,12.2652,2.0
AllCampaigns_alldays_alltime,Thursday,06,NO,07:00-20:00,331,16,21.0421,3.0
AllCampaigns_alldays_alltime,Thursday,07,yes,07:00-20:00,440,16,19.0904,2.0
AllCampaigns_alldays_alltime,Thursday,08,yes,07:00-20:00,464,24,52.3848,3.0
AllCampaigns_alldays_alltime,Thursday,09,yes,07:00-20:00,590,13,23.3976,6.98
AllCampaigns_alldays_alltime,Thursday,10,yes,07:00-20:00,703,23,23.1996,16.0
AllCampaigns_alldays_alltime,Thursday,11,yes,07:00-20:00,517,20,24.7298,5.98
AllCampaigns_alldays_alltime,Thursday,12,yes,07:00-20:00,550,19,30.3387,5.0
AllCampaigns_alldays_alltime,Thursday,13,yes,07:00-20:00,569,24,31.9571,5.0
AllCampaigns_alldays_alltime,Thursday,14,yes,07:00-20:00,531,15,18.936,2.0
AllCampaigns_alldays_alltime,Thursday,15,yes,07:00-20:00,577,20,33.6825,2.0
AllCampaigns_alldays_alltime,Thursday,16,yes,07:00-20:00,526,26,34.2661,9.0
AllCampaigns_alldays_alltime,Thursday,17,yes,07:00-20:00,269,15,20.5048,1.98
AllCampaigns_alldays_alltime,Thursday,18,yes,07:00-20:00,198,9,16.1605,1.0
AllCampaigns_alldays_alltime,Thursday,19,yes,07:00-20:00,158,10,13.9019,2.0
AllCampaigns_alldays_alltime,Thursday,20,NO,07:00-20:00,315,12,22.23,0.0
AllCampaigns_alldays_alltime,Thursday,21,NO,07:00-20:00,394,12,9.2584,4.04
AllCampaigns_alldays_alltime,Thursday,22,NO,07:00-20:00,599,17,10.1692,5.0
AllCampaigns_alldays_alltime,Thursday,23,NO,07:00-20:00,373,13,10.2218,1.98
AllCampaigns_alldays_alltime,Friday,00,NO,07:00-20:00,666,28,11.683,8.98
AllCampaigns_alldays_alltime,Friday,01,NO,07:00-20:00,492,15,26.3565,6.0
AllCampaigns_alldays_alltime,Friday,02,NO,07:00-20:00,277,7,8.6232,0.5
AllCampaigns_alldays_alltime,Friday,03,NO,07:00-20:00,203,13,10.2072,9.0
AllCampaigns_alldays_alltime,Friday,04,NO,07:00-20:00,146,6,3.0855,1.0
AllCampaigns_alldays_alltime,Friday,05,NO,07:00-20:00,112,5,3.9989,0.0
AllCampaigns_alldays_alltime,Friday,06,NO,07:00-20:00,123,7,18.1849,1.0
AllCampaigns_alldays_alltime,Friday,07,yes,07:00-20:00,220,10,25.3826,2.0
AllCampaigns_alldays_alltime,Friday,08,yes,07:00-20:00,355,14,22.367,6.0
AllCampaigns_alldays_alltime,Friday,09,yes,07:00-20:00,538,20,47.2403,16.0
AllCampaigns_alldays_alltime,Friday,10,yes,07:00-20:00,653,32,37.4491,10.0
