date,sessionSourceMedium,sessionDefaultChannelGrouping,pagePath,transactionId,currencyCode,eventCount,purchaseRevenue,totalRevenue,transactions,ecommercePurchases,detail_grain
2026-07-28,google / organic,Organic Search,/schedule-an-appointment,pnh_1785268029875_3dyne1ujp,USD,1,1.0,1.0,1,1,date x source x pagePath x transactionId
2026-07-29,(direct) / (none),Direct,/schedule/0081d9d2/appointment/41826455?appointmentTypeIds[]=41826455,5753801b7d34a5351ea877fee65bac80,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-07-30,(not set),Unassigned,(not set),9559e34b606e6579832b85b46acba9fd,USD,1,300.0,300.0,1,1,date x source x pagePath x transactionId
2026-07-30,(not set),Unassigned,(not set),958f2dc669aaa279561d9c66a48483b2,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-03,(not set),Unassigned,(not set),04c115bd91f0beb0e6260afe9652fef1,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-04,(direct) / (none),Direct,/schedule/0081d9d2/appointment/41826455/calendar/7700282/datetime/2026-08-05T10:00:00-05:00?appointmentTypeIds%5B%5D=41826455,c6814680754ead4c8ae0784c7ba4f9c3,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-04,(not set),Unassigned,(not set),a20137e3cb93e5d300c0e28d80a0640f,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-06,(not set),Unassigned,(not set),4cd5d19159af95a51c6aeea4ace7fa1d,USD,1,450.0,450.0,1,1,date x source x pagePath x transactionId
2026-08-06,(not set),Unassigned,(not set),589d98d1d449c49d1a5137190ff718d1,USD,1,700.0,700.0,1,1,date x source x pagePath x transactionId
2026-08-09,(not set),Unassigned,(not set),3985f1198960ca8cc3f1abba2ab5cef5,USD,1,300.0,300.0,1,1,date x source x pagePath x transactionId
2026-08-09,pankanaturalhealth.com / referral,Referral,/schedule/0081d9d2/appointment/41826455/calendar/7700282?appointmentTypeIds%5B%5D=41826455,216da4f5fc402c43767d850613b5df70,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-10,(direct) / (none),Direct,/schedule/0081d9d2/appointment/41826455?appointmentTypeIds[]=41826455,d70a1864641e6f2a86e762c4d2b9a6e2,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-10,(not set),Unassigned,(not set),855bbe7ce3a8a920be064c71c61c63dd,USD,1,225.0,225.0,1,1,date x source x pagePath x transactionId
2026-08-10,pankanaturalhealth.com / referral,Referral,/schedule/0081d9d2/appointment/41826455?appointmentTypeIds[]=41826455,8b13992aa361f9b92cfb72983c0bd3dd,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-11,pankanaturalhealth.com / referral,Referral,/schedule/0081d9d2/appointment/41826455?appointmentTypeIds[]=41826455,5e4c954a88e435288f8ff0b4a7d77418,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-15,(not set),Unassigned,(not set),905e3b7fda2e8db0cb8ebff6b4aa2bed,USD,1,225.0,225.0,1,1,date x source x pagePath x transactionId
2026-08-15,(not set),Unassigned,(not set),d448e8f0dfc5afc3fe4b5c29f09b2cf9,USD,1,148.0,148.0,1,1,date x source x pagePath x transactionId
2026-08-16,(not set),Unassigned,(not set),477b1bb625805afae19796d4fab8bebc,USD,1,148.0,148.0,1,1,date x source x pagePath x transactionId
2026-08-16,(not set),Unassigned,(not set),a79bf7b3ec44c34637acb2eb5972f105,USD,1,300.0,300.0,1,1,date x source x pagePath x transactionId
2026-08-17,(not set),Unassigned,(not set),(not set),(not set),4,0.0,0.0,0,4,date x source x pagePath x transactionId
2026-08-17,(not set),Unassigned,(not set),844ada0c45e5301f958760f66c12d8bc,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-18,(not set),Unassigned,(not set),e7b6202555a7aec0cdb1f5dd6d98e2d2,USD,1,450.0,450.0,1,1,date x source x pagePath x transactionId
2026-08-18,pankanaturalhealth.com / referral,Referral,/schedule/0081d9d2/appointment/41826455?appointmentTypeIds[]=41826455,543775d1e06cf03986279e2b67b74846,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-19,(not set),Unassigned,(not set),61644d39a07f52d210912fa225bd2c8b,USD,1,225.0,225.0,1,1,date x source x pagePath x transactionId
2026-08-19,(not set),Unassigned,(not set),eb3e9c36aa975c4404234faa491ed9df,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-19,pankanaturalhealth.com / referral,Referral,/schedule/0081d9d2/?isInConfig=false&ref=sched_block,eb3e9c36aa975c4404234faa491ed9df,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-22,pankanaturalhealth.com / referral,Referral,/schedule/0081d9d2/appointment/41826455?appointmentTypeIds[]=41826455,40b3e1623dc20e580f348fec63d7dd2a,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-23,(not set),Unassigned,(not set),ae6fbe38bab1dee6a7adaa1796bd138b,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-08-25,(not set),Unassigned,(not set),da4112def04a8e773e170b1ddf89925c,USD,1,450.0,450.0,1,1,date x source x pagePath x transactionId
2026-08-31,(not set),Unassigned,(not set),1230eade8a77715d5206f94ed4f018c0,USD,1,225.0,225.0,1,1,date x source x pagePath x transactionId
2026-08-31,(not set),Unassigned,(not set),22b9d27b385d220cf64aa7ee624b3d8c,USD,1,225.0,225.0,1,1,date x source x pagePath x transactionId
2026-09-01,(direct) / (none),Direct,/schedule/0081d9d2/appointment/41826455/calendar/7700282/datetime/2026-09-04T14:25:00-05:00?appointmentTypeIds%5B%5D=41826455,67e2ee3f29d199a4d6b26719641d52ef,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-09-02,(not set),Unassigned,(not set),a5c567d2391e0b4ffc80d95d5b2aa03a,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-09-04,(not set),Unassigned,(not set),4eea03150e3a6ea37a271fedae4a43dc,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-09-06,(not set),Unassigned,(not set),49b1e0fab340a684d2e53ccf7278db35,USD,1,450.0,450.0,1,1,date x source x pagePath x transactionId
2026-09-07,(not set),Unassigned,(not set),6d9b55407fb2b96498631b5165e534b7,USD,1,0.0,0.0,1,1,date x source x pagePath x transactionId
2026-09-07,(not set),Unassigned,(not set),8d283cec4da1dc31cea082e99d46b448,USD,1,450.0,450.0,1,1,date x source x pagePath x transactionId
