date,eventName,sessionSourceMedium,sessionDefaultChannelGrouping,eventCount,purchaseRevenue,totalRevenue,transactions,ecommercePurchases,sessions,totalUsers,conversions
2023-09-01,user_engagement,(direct) / (none),Direct,21,0,0,0,,5,5,0
2023-09-01,user_engagement,google / organic,Organic Search,12,0,0,0,,3,3,0
2023-09-01,user_engagement,us19.admin.mailchimp.com / referral,Referral,5,0,0,0,,2,1,0
2023-09-02,first_visit,(direct) / (none),Direct,4,0,0,0,,4,4,0
2023-09-02,first_visit,google / cpc,Paid Search,1,0,0,0,,1,1,0
2023-09-02,meet_dr__haley,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-02,meet_dr__haley,google / organic,Organic Search,3,0,0,0,,3,1,0
2023-09-02,page_view,(direct) / (none),Direct,6,0,0,0,,5,4,0
2023-09-02,page_view,google / cpc,Paid Search,1,0,0,0,,1,1,0
2023-09-02,page_view,google / organic,Organic Search,4,0,0,0,,3,1,0
2023-09-02,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-02,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-02,session_start,(direct) / (none),Direct,5,0,0,0,,5,4,0
2023-09-02,session_start,google / cpc,Paid Search,1,0,0,0,,1,1,0
2023-09-02,session_start,google / organic,Organic Search,3,0,0,0,,3,1,0
2023-09-02,user_engagement,(direct) / (none),Direct,2,0,0,0,,2,1,0
2023-09-03,click,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-03,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-03,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-03,form_start,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-03,page_view,(direct) / (none),Direct,11,0,0,0,,4,4,0
2023-09-03,page_view,google / organic,Organic Search,4,0,0,0,,2,2,0
2023-09-03,schedule_appointment,google / organic,Organic Search,2,0,0,0,,1,1,0
2023-09-03,scroll,(direct) / (none),Direct,2,0,0,0,,1,1,0
2023-09-03,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-03,session_start,(direct) / (none),Direct,4,0,0,0,,4,4,0
2023-09-03,session_start,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-09-03,user_engagement,(direct) / (none),Direct,4,0,0,0,,2,2,0
2023-09-03,user_engagement,google / organic,Organic Search,4,0,0,0,,3,3,0
2023-09-04,click,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-04,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-04,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-04,meet_dr__haley,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-04,meet_dr__jacob,(direct) / (none),Direct,4,0,0,0,,2,2,0
2023-09-04,page_view,(direct) / (none),Direct,11,0,0,0,,3,3,0
2023-09-04,page_view,google / organic,Organic Search,10,0,0,0,,7,1,0
2023-09-04,schedule_appointment,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-04,schedule_appointment,google / organic,Organic Search,7,0,0,0,,7,1,0
2023-09-04,scroll,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-04,session_start,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-04,session_start,google / organic,Organic Search,7,0,0,0,,7,1,0
2023-09-04,user_engagement,(direct) / (none),Direct,6,0,0,0,,2,2,0
2023-09-04,user_engagement,google / organic,Organic Search,4,0,0,0,,1,1,0
2023-09-05,click,(direct) / (none),Direct,2,0,0,0,,1,1,0
2023-09-05,click,google / organic,Organic Search,2,0,0,0,,1,1,0
2023-09-05,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-05,first_visit,google / organic,Organic Search,5,0,0,0,,5,5,0
2023-09-05,form_start,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-05,meet_dr__haley,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-05,meet_dr__haley,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-05,page_view,(direct) / (none),Direct,20,0,0,0,,10,8,0
2023-09-05,page_view,google / organic,Organic Search,23,0,0,0,,8,6,0
2023-09-05,schedule_appointment,(direct) / (none),Direct,4,0,0,0,,4,3,0
2023-09-05,schedule_appointment,google / organic,Organic Search,7,0,0,0,,6,4,0
2023-09-05,scroll,(direct) / (none),Direct,4,0,0,0,,4,4,0
2023-09-05,scroll,google / organic,Organic Search,5,0,0,0,,3,3,0
2023-09-05,session_start,(direct) / (none),Direct,10,0,0,0,,10,8,0
2023-09-05,session_start,google / organic,Organic Search,8,0,0,0,,8,6,0
2023-09-05,user_engagement,(direct) / (none),Direct,9,0,0,0,,7,6,0
2023-09-05,user_engagement,google / organic,Organic Search,17,0,0,0,,4,4,0
2023-09-06,first_visit,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-06,first_visit,startpage.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-06,form_start,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-06,page_view,(direct) / (none),Direct,5,0,0,0,,4,4,0
2023-09-06,page_view,google / organic,Organic Search,4,0,0,0,,3,2,0
2023-09-06,page_view,startpage.com / referral,Referral,14,0,0,0,,1,1,0
2023-09-06,page_view,us19.admin.mailchimp.com / referral,Referral,3,0,0,0,,1,1,0
2023-09-06,schedule_appointment,google / organic,Organic Search,3,0,0,0,,3,2,0
2023-09-06,schedule_appointment,us19.admin.mailchimp.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-06,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-06,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-06,scroll,startpage.com / referral,Referral,11,0,0,0,,1,1,0
2023-09-06,session_start,(direct) / (none),Direct,4,0,0,0,,4,4,0
2023-09-06,session_start,google / organic,Organic Search,3,0,0,0,,3,2,0
2023-09-06,session_start,startpage.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-06,session_start,us19.admin.mailchimp.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-06,user_engagement,(direct) / (none),Direct,2,0,0,0,,1,1,0
2023-09-06,user_engagement,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-06,user_engagement,startpage.com / referral,Referral,14,0,0,0,,1,1,0
2023-09-06,user_engagement,us19.admin.mailchimp.com / referral,Referral,3,0,0,0,,1,1,0
2023-09-07,first_visit,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-07,first_visit,google / cpc,Paid Search,1,0,0,0,,1,1,0
2023-09-07,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-07,first_visit,url-opener.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-07,form_start,url-opener.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-07,meet_dr__jacob,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-07,page_view,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-07,page_view,google / cpc,Paid Search,1,0,0,0,,1,1,0
2023-09-07,page_view,google / organic,Organic Search,8,0,0,0,,3,3,0
2023-09-07,page_view,url-opener.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-07,schedule_appointment,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-07,session_start,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-07,session_start,google / cpc,Paid Search,1,0,0,0,,1,1,0
2023-09-07,session_start,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-09-07,session_start,url-opener.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-07,session_start,us19.admin.mailchimp.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-07,user_engagement,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-07,user_engagement,google / organic,Organic Search,8,0,0,0,,2,2,0
2023-09-07,user_engagement,us19.admin.mailchimp.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-08,first_visit,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-08,first_visit,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-09-08,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-08,meet_dr__haley,google / organic,Organic Search,3,0,0,0,,2,2,0
2023-09-08,page_view,(direct) / (none),Direct,5,0,0,0,,4,3,0
2023-09-08,page_view,google / organic,Organic Search,8,0,0,0,,5,4,0
2023-09-08,page_view,mnanp.org / referral,Referral,5,0,0,0,,1,1,0
2023-09-08,schedule_appointment,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-08,schedule_appointment,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-08,schedule_appointment,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-08,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-08,scroll,google / organic,Organic Search,3,0,0,0,,3,2,0
2023-09-08,scroll,mnanp.org / referral,Referral,3,0,0,0,,1,1,0
2023-09-08,session_start,(direct) / (none),Direct,4,0,0,0,,4,3,0
2023-09-08,session_start,google / organic,Organic Search,5,0,0,0,,5,4,0
2023-09-08,session_start,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-08,user_engagement,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-08,user_engagement,(not set),Unassigned,1,0,0,0,,1,1,0
2023-09-08,user_engagement,google / organic,Organic Search,8,0,0,0,,4,3,0
2023-09-08,user_engagement,mnanp.org / referral,Referral,4,0,0,0,,1,1,0
2023-09-09,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-09,first_visit,google / organic,Organic Search,5,0,0,0,,5,5,0
2023-09-09,first_visit,l.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-09-09,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-09,meet_dr__haley,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-09,meet_dr__haley,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-09,meet_dr__jacob,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-09,page_view,(direct) / (none),Direct,7,0,0,0,,4,4,0
2023-09-09,page_view,google / organic,Organic Search,10,0,0,0,,7,6,0
2023-09-09,page_view,l.facebook.com / referral,Organic Social,4,0,0,0,,1,1,0
2023-09-09,page_view,mnanp.org / referral,Referral,2,0,0,0,,1,1,0
2023-09-09,schedule_appointment,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-09,schedule_appointment,l.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-09-09,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-09,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-09,scroll,l.facebook.com / referral,Organic Social,2,0,0,0,,1,1,0
2023-09-09,session_start,(direct) / (none),Direct,5,0,0,0,,5,4,0
2023-09-09,session_start,google / organic,Organic Search,7,0,0,0,,7,6,0
2023-09-09,session_start,l.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-09-09,session_start,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-09,user_engagement,(direct) / (none),Direct,4,0,0,0,,4,3,0
2023-09-09,user_engagement,google / organic,Organic Search,7,0,0,0,,4,4,0
2023-09-09,user_engagement,l.facebook.com / referral,Organic Social,4,0,0,0,,1,1,0
2023-09-09,user_engagement,mnanp.org / referral,Referral,2,0,0,0,,1,1,0
2023-09-10,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-10,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-10,meet_dr__haley,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-10,meet_dr__jacob,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-10,page_view,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-10,page_view,google / organic,Organic Search,14,0,0,0,,2,2,0
2023-09-10,schedule_appointment,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-10,scroll,google / organic,Organic Search,6,0,0,0,,2,2,0
2023-09-10,session_start,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-10,session_start,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-10,user_engagement,google / organic,Organic Search,13,0,0,0,,2,2,0
2023-09-11,click,(direct) / (none),Direct,3,0,0,0,,2,2,0
2023-09-11,first_visit,(direct) / (none),Direct,5,0,0,0,,5,5,0
2023-09-11,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-11,meet_dr__haley,(direct) / (none),Direct,2,0,0,0,,1,1,0
2023-09-11,meet_dr__haley,google / organic,Organic Search,2,0,0,0,,1,1,0
2023-09-11,meet_dr__jacob,(direct) / (none),Direct,2,0,0,0,,1,1,0
2023-09-11,meet_dr__jacob,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-11,page_view,(direct) / (none),Direct,19,0,0,0,,9,7,0
2023-09-11,page_view,google / organic,Organic Search,14,0,0,0,,5,5,0
2023-09-11,schedule_appointment,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-11,schedule_appointment,google / organic,Organic Search,5,0,0,0,,4,4,0
2023-09-11,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-11,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-11,session_start,(direct) / (none),Direct,9,0,0,0,,9,7,0
2023-09-11,session_start,google / organic,Organic Search,7,0,0,0,,7,5,0
2023-09-11,user_engagement,(direct) / (none),Direct,6,0,0,0,,3,3,0
2023-09-11,user_engagement,google / organic,Organic Search,11,0,0,0,,5,4,0
2023-09-11,why_pnh,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-12,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-12,first_visit,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-12,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-12,meet_dr__haley,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-12,page_view,(direct) / (none),Direct,6,0,0,0,,4,3,0
2023-09-12,page_view,bing / organic,Organic Search,6,0,0,0,,1,1,0
2023-09-12,page_view,google / organic,Organic Search,2,0,0,0,,1,1,0
2023-09-12,page_view,phr2.charmtracker.com / referral,Referral,2,0,0,0,,1,1,0
2023-09-12,schedule_appointment,(direct) / (none),Direct,2,0,0,0,,2,1,0
2023-09-12,schedule_appointment,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-12,schedule_appointment,phr2.charmtracker.com / referral,Referral,2,0,0,0,,1,1,0
2023-09-12,scroll,bing / organic,Organic Search,4,0,0,0,,1,1,0
2023-09-12,scroll,phr2.charmtracker.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-12,session_start,(direct) / (none),Direct,4,0,0,0,,4,3,0
2023-09-12,session_start,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-12,session_start,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-12,session_start,phr2.charmtracker.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-12,user_engagement,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-12,user_engagement,bing / organic,Organic Search,6,0,0,0,,1,1,0
2023-09-12,user_engagement,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-12,user_engagement,phr2.charmtracker.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-13,first_visit,(direct) / (none),Direct,10,0,0,0,,10,10,0
2023-09-13,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-13,meet_dr__haley,google / organic,Organic Search,6,0,0,0,,1,1,0
2023-09-13,meet_dr__jacob,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-13,page_view,(direct) / (none),Direct,18,0,0,0,,17,12,0
2023-09-13,page_view,google / organic,Organic Search,19,0,0,0,,3,2,0
2023-09-13,schedule_appointment,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-13,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-13,session_start,(direct) / (none),Direct,17,0,0,0,,17,12,0
2023-09-13,session_start,google / organic,Organic Search,3,0,0,0,,3,2,0
2023-09-13,user_engagement,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-13,user_engagement,google / organic,Organic Search,18,0,0,0,,3,2,0
2023-09-14,first_visit,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-14,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-14,meet_dr__haley,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-14,meet_dr__jacob,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-14,page_view,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-14,page_view,google / organic,Organic Search,5,0,0,0,,2,2,0
2023-09-14,session_start,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-14,session_start,google / organic,Organic Search,3,0,0,0,,3,2,0
2023-09-14,user_engagement,google / organic,Organic Search,4,0,0,0,,3,2,0
2023-09-15,first_visit,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-15,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-15,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-15,meet_dr__haley,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-15,meet_dr__jacob,google / organic,Organic Search,2,0,0,0,,1,1,0
2023-09-15,page_view,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-15,page_view,google / organic,Organic Search,4,0,0,0,,1,1,0
2023-09-15,page_view,mnanp.org / referral,Referral,2,0,0,0,,1,1,0
2023-09-15,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-15,session_start,bing / organic,Organic Search,2,0,0,0,,2,1,0
2023-09-15,session_start,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-15,session_start,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-15,user_engagement,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-15,user_engagement,google / organic,Organic Search,4,0,0,0,,1,1,0
2023-09-15,user_engagement,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-16,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-16,page_view,mnanp.org / referral,Referral,3,0,0,0,,1,1,0
2023-09-16,session_start,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-16,user_engagement,mnanp.org / referral,Referral,2,0,0,0,,1,1,0
2023-09-17,first_visit,(direct) / (none),Direct,6,0,0,0,,6,6,0
2023-09-17,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-17,first_visit,m.facebook.com / referral,Organic Social,2,0,0,0,,2,2,0
2023-09-17,meet_dr__haley,m.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-09-17,meet_dr__jacob,m.facebook.com / referral,Organic Social,2,0,0,0,,2,2,0
2023-09-17,page_view,(direct) / (none),Direct,6,0,0,0,,6,6,0
2023-09-17,page_view,google / organic,Organic Search,3,0,0,0,,1,1,0
2023-09-17,page_view,m.facebook.com / referral,Organic Social,5,0,0,0,,2,2,0
2023-09-17,session_start,(direct) / (none),Direct,6,0,0,0,,6,6,0
2023-09-17,session_start,google / organic,Organic Search,2,0,0,0,,2,1,0
2023-09-17,session_start,m.facebook.com / referral,Organic Social,2,0,0,0,,2,2,0
2023-09-17,user_engagement,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-17,user_engagement,google / organic,Organic Search,3,0,0,0,,2,1,0
2023-09-17,user_engagement,m.facebook.com / referral,Organic Social,3,0,0,0,,2,2,0
2023-09-18,first_visit,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-18,first_visit,elvirablog.online / referral,Referral,1,0,0,0,,1,1,0
2023-09-18,first_visit,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-09-18,page_view,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-18,page_view,elvirablog.online / referral,Referral,2,0,0,0,,1,1,0
2023-09-18,page_view,google / organic,Organic Search,12,0,0,0,,4,4,0
2023-09-18,schedule_appointment,google / organic,Organic Search,3,0,0,0,,2,2,0
2023-09-18,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-18,session_start,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-18,session_start,elvirablog.online / referral,Referral,1,0,0,0,,1,1,0
2023-09-18,session_start,google / organic,Organic Search,5,0,0,0,,5,4,0
2023-09-18,user_engagement,google / organic,Organic Search,11,0,0,0,,4,3,0
2023-09-19,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-19,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-19,meet_dr__haley,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-19,meet_dr__jacob,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-19,page_view,(direct) / (none),Direct,7,0,0,0,,4,4,0
2023-09-19,page_view,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-19,scroll,(direct) / (none),Direct,2,0,0,0,,1,1,0
2023-09-19,session_start,(direct) / (none),Direct,4,0,0,0,,4,4,0
2023-09-19,session_start,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-19,user_engagement,(direct) / (none),Direct,5,0,0,0,,1,1,0
2023-09-20,first_visit,(direct) / (none),Direct,4,0,0,0,,4,4,0
2023-09-20,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-20,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-20,first_visit,phr2.charmtracker.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-20,meet_dr__haley,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-20,meet_dr__haley,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-20,page_view,(direct) / (none),Direct,13,0,0,0,,9,5,0
2023-09-20,page_view,google / organic,Organic Search,4,0,0,0,,2,2,0
2023-09-20,page_view,mnanp.org / referral,Referral,2,0,0,0,,1,1,0
2023-09-20,page_view,phr2.charmtracker.com / referral,Referral,2,0,0,0,,1,1,0
2023-09-20,schedule_appointment,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-20,schedule_appointment,phr2.charmtracker.com / referral,Referral,2,0,0,0,,1,1,0
2023-09-20,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-20,scroll,phr2.charmtracker.com / referral,Referral,2,0,0,0,,1,1,0
2023-09-20,session_start,(direct) / (none),Direct,9,0,0,0,,9,5,0
2023-09-20,session_start,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-20,session_start,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-20,session_start,phr2.charmtracker.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-20,user_engagement,(direct) / (none),Direct,3,0,0,0,,1,1,0
2023-09-20,user_engagement,google / organic,Organic Search,2,0,0,0,,1,1,0
2023-09-20,user_engagement,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-21,click,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-21,first_visit,(direct) / (none),Direct,5,0,0,0,,5,5,0
2023-09-21,first_visit,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-21,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-21,first_visit,hbcamn.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-21,first_visit,m.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-09-21,meet_dr__haley,google / organic,Organic Search,2,0,0,0,,1,1,0
2023-09-21,meet_dr__jacob,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-21,page_view,(direct) / (none),Direct,13,0,0,0,,9,6,0
2023-09-21,page_view,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-21,page_view,google / organic,Organic Search,20,0,0,0,,3,3,0
2023-09-21,page_view,hbcamn.com / referral,Referral,11,0,0,0,,1,1,0
2023-09-21,page_view,m.facebook.com / referral,Organic Social,4,0,0,0,,1,1,0
2023-09-21,schedule_appointment,google / organic,Organic Search,4,0,0,0,,2,2,0
2023-09-21,schedule_appointment,m.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-09-21,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-21,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-21,scroll,hbcamn.com / referral,Referral,4,0,0,0,,1,1,0
2023-09-21,scroll,m.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-09-21,session_start,(direct) / (none),Direct,9,0,0,0,,9,6,0
2023-09-21,session_start,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-21,session_start,google / organic,Organic Search,5,0,0,0,,5,3,0
2023-09-21,session_start,hbcamn.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-21,session_start,m.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-09-21,user_engagement,(direct) / (none),Direct,2,0,0,0,,1,1,0
2023-09-21,user_engagement,google / organic,Organic Search,18,0,0,0,,5,3,0
2023-09-21,user_engagement,hbcamn.com / referral,Referral,12,0,0,0,,1,1,0
2023-09-21,user_engagement,m.facebook.com / referral,Organic Social,3,0,0,0,,1,1,0
2023-09-22,click,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-22,file_download,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-22,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-22,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-22,meet_dr__haley,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-22,meet_dr__jacob,(direct) / (none),Direct,2,0,0,0,,2,1,0
2023-09-22,page_view,(direct) / (none),Direct,24,0,0,0,,12,7,0
2023-09-22,page_view,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-22,page_view,us19.admin.mailchimp.com / referral,Referral,2,0,0,0,,1,1,0
2023-09-22,schedule_appointment,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-09-22,schedule_appointment,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-22,scroll,(direct) / (none),Direct,5,0,0,0,,4,3,0
2023-09-22,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-09-22,session_start,(direct) / (none),Direct,13,0,0,0,,13,7,0
2023-09-22,session_start,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-09-22,session_start,us19.admin.mailchimp.com / referral,Referral,1,0,0,0,,1,1,0
2023-09-22,user_engagement,(direct) / (none),Direct,14,0,0,0,,4,3,0
2023-09-22,user_engagement,us19.admin.mailchimp.com / referral,Referral,4,0,0,0,,1,1,0
2023-09-23,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-09-23,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-23,page_view,(direct) / (none),Direct,6,0,0,0,,5,4,0
2023-09-23,page_view,mnanp.org / referral,Referral,4,0,0,0,,1,1,0
2023-09-23,schedule_appointment,mnanp.org / referral,Referral,2,0,0,0,,1,1,0
2023-09-23,scroll,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-23,session_start,(direct) / (none),Direct,5,0,0,0,,5,4,0
2023-09-23,session_start,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-09-23,user_engagement,mnanp.org / referral,Referral,4,0,0,0,,1,1,0
2023-09-24,click,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-09-24,first_visit,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-09-24,meet_dr__haley,google / organic,Organic Search,1,0,0,0,,1,1,0
