date,eventName,sessionSourceMedium,sessionDefaultChannelGrouping,eventCount,purchaseRevenue,totalRevenue,transactions,ecommercePurchases,sessions,totalUsers,conversions
2023-02-15,click,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-02-15,first_visit,(direct) / (none),Direct,10,0,0,0,,10,10,0
2023-02-15,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-02-15,page_view,(direct) / (none),Direct,26,0,0,0,,11,10,0
2023-02-15,page_view,google / organic,Organic Search,3,0,0,0,,1,1,0
2023-02-15,scroll,(direct) / (none),Direct,3,0,0,0,,1,1,0
2023-02-15,session_start,(direct) / (none),Direct,12,0,0,0,,12,10,0
2023-02-15,session_start,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-02-15,user_engagement,(direct) / (none),Direct,14,0,0,0,,5,3,0
2023-02-15,user_engagement,google / organic,Organic Search,3,0,0,0,,1,1,0
2023-02-16,first_visit,(direct) / (none),Direct,4,0,0,0,,4,4,0
2023-02-16,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-02-16,page_view,(direct) / (none),Direct,21,0,0,0,,14,6,0
2023-02-16,page_view,google / organic,Organic Search,4,0,0,0,,2,2,0
2023-02-16,scroll,(direct) / (none),Direct,2,0,0,0,,1,1,0
2023-02-16,scroll,google / organic,Organic Search,2,0,0,0,,1,1,0
2023-02-16,session_start,(direct) / (none),Direct,16,0,0,0,,16,6,0
2023-02-16,session_start,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-02-16,user_engagement,(direct) / (none),Direct,9,0,0,0,,7,1,0
2023-02-16,user_engagement,google / organic,Organic Search,3,0,0,0,,1,1,0
2023-02-17,click,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-02-17,first_visit,(direct) / (none),Direct,5,0,0,0,,5,5,0
2023-02-17,first_visit,google / organic,Organic Search,4,0,0,0,,4,4,0
2023-02-17,page_view,(direct) / (none),Direct,53,0,0,0,,8,7,0
2023-02-17,page_view,google / organic,Organic Search,14,0,0,0,,4,4,0
2023-02-17,scroll,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-02-17,scroll,google / organic,Organic Search,3,0,0,0,,1,1,0
2023-02-17,session_start,(direct) / (none),Direct,9,0,0,0,,9,7,0
2023-02-17,session_start,google / organic,Organic Search,6,0,0,0,,6,4,0
2023-02-17,user_engagement,(direct) / (none),Direct,6,0,0,0,,4,4,0
2023-02-17,user_engagement,(not set),Unassigned,1,0,0,0,,1,1,0
2023-02-17,user_engagement,google / organic,Organic Search,13,0,0,0,,5,3,0
2023-02-18,first_visit,(direct) / (none),Direct,6,0,0,0,,6,6,0
2023-02-18,page_view,(direct) / (none),Direct,7,0,0,0,,7,7,0
2023-02-18,session_start,(direct) / (none),Direct,7,0,0,0,,7,7,0
2023-02-19,click,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-02-19,first_visit,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-02-19,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-02-19,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-02-19,page_view,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-02-19,page_view,google / organic,Organic Search,4,0,0,0,,3,3,0
2023-02-19,page_view,mnanp.org / referral,Referral,6,0,0,0,,1,1,0
2023-02-19,session_start,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-02-19,session_start,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-02-19,session_start,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-02-19,user_engagement,google / organic,Organic Search,3,0,0,0,,2,2,0
2023-02-19,user_engagement,mnanp.org / referral,Referral,3,0,0,0,,1,1,0
2023-02-20,first_visit,(direct) / (none),Direct,17,0,0,0,,17,17,0
2023-02-20,first_visit,google / organic,Organic Search,4,0,0,0,,4,4,0
2023-02-20,form_start,(direct) / (none),Direct,2,0,0,0,,2,1,0
2023-02-20,page_view,(direct) / (none),Direct,22,0,0,0,,20,19,0
2023-02-20,page_view,google / organic,Organic Search,10,0,0,0,,4,4,0
2023-02-20,scroll,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-02-20,scroll,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-02-20,session_start,(direct) / (none),Direct,22,0,0,0,,22,19,0
2023-02-20,session_start,google / organic,Organic Search,4,0,0,0,,4,4,0
2023-02-20,user_engagement,(direct) / (none),Direct,6,0,0,0,,5,4,0
2023-02-20,user_engagement,(not set),Unassigned,1,0,0,0,,1,1,0
2023-02-20,user_engagement,google / organic,Organic Search,9,0,0,0,,3,3,0
2023-02-21,first_visit,(direct) / (none),Direct,46,0,0,0,,46,46,0
2023-02-21,page_view,(direct) / (none),Direct,63,0,0,0,,46,46,0
2023-02-21,page_view,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-02-21,scroll,(direct) / (none),Direct,21,0,0,0,,5,5,0
2023-02-21,session_start,(direct) / (none),Direct,48,0,0,0,,48,46,0
2023-02-21,session_start,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-02-21,user_engagement,(direct) / (none),Direct,20,0,0,0,,7,6,0
2023-02-21,user_engagement,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-02-22,first_visit,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-02-22,first_visit,google / organic,Organic Search,4,0,0,0,,4,4,0
2023-02-22,page_view,(direct) / (none),Direct,24,0,0,0,,7,5,0
2023-02-22,page_view,google / organic,Organic Search,22,0,0,0,,5,5,0
2023-02-22,scroll,(direct) / (none),Direct,4,0,0,0,,1,1,0
2023-02-22,scroll,google / organic,Organic Search,5,0,0,0,,4,4,0
2023-02-22,session_start,(direct) / (none),Direct,9,0,0,0,,9,6,0
2023-02-22,session_start,google / organic,Organic Search,5,0,0,0,,5,5,0
2023-02-22,user_engagement,(direct) / (none),Direct,13,0,0,0,,6,5,0
2023-02-22,user_engagement,google / organic,Organic Search,19,0,0,0,,5,5,0
2023-02-23,click,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-02-23,first_visit,(direct) / (none),Direct,5,0,0,0,,5,5,0
2023-02-23,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-02-23,first_visit,linkedin.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-02-23,page_view,(direct) / (none),Direct,5,0,0,0,,5,5,0
2023-02-23,page_view,google / organic,Organic Search,4,0,0,0,,2,2,0
2023-02-23,page_view,linkedin.com / referral,Organic Social,2,0,0,0,,1,1,0
2023-02-23,scroll,google / organic,Organic Search,3,0,0,0,,2,2,0
2023-02-23,session_start,(direct) / (none),Direct,5,0,0,0,,5,5,0
2023-02-23,session_start,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-02-23,session_start,linkedin.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-02-23,user_engagement,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-02-23,user_engagement,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-02-23,user_engagement,linkedin.com / referral,Organic Social,2,0,0,0,,1,1,0
2023-02-24,first_visit,(direct) / (none),Direct,30,0,0,0,,30,30,0
2023-02-24,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-02-24,first_visit,minnesotaintegrative.com / referral,Referral,1,0,0,0,,1,1,0
2023-02-24,page_view,(direct) / (none),Direct,66,0,0,0,,37,33,0
2023-02-24,page_view,google / organic,Organic Search,7,0,0,0,,6,4,0
2023-02-24,page_view,minnesotaintegrative.com / referral,Referral,9,0,0,0,,1,1,0
2023-02-24,scroll,(direct) / (none),Direct,12,0,0,0,,6,4,0
2023-02-24,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-02-24,scroll,minnesotaintegrative.com / referral,Referral,2,0,0,0,,1,1,0
2023-02-24,session_start,(direct) / (none),Direct,39,0,0,0,,39,33,0
2023-02-24,session_start,google / organic,Organic Search,6,0,0,0,,6,4,0
2023-02-24,session_start,minnesotaintegrative.com / referral,Referral,1,0,0,0,,1,1,0
2023-02-24,user_engagement,(direct) / (none),Direct,18,0,0,0,,7,4,0
2023-02-24,user_engagement,(not set),Unassigned,3,0,0,0,,3,3,0
2023-02-24,user_engagement,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-02-24,user_engagement,minnesotaintegrative.com / referral,Referral,9,0,0,0,,1,1,0
2023-02-25,first_visit,(direct) / (none),Direct,5,0,0,0,,5,5,0
2023-02-25,page_view,(direct) / (none),Direct,74,0,0,0,,9,7,0
2023-02-25,page_view,google / organic,Organic Search,32,0,0,0,,2,1,0
2023-02-25,scroll,(direct) / (none),Direct,22,0,0,0,,3,2,0
2023-02-25,scroll,google / organic,Organic Search,7,0,0,0,,3,1,0
2023-02-25,session_start,(direct) / (none),Direct,9,0,0,0,,9,7,0
2023-02-25,session_start,google / organic,Organic Search,3,0,0,0,,3,1,0
2023-02-25,user_engagement,(direct) / (none),Direct,42,0,0,0,,4,2,0
2023-02-25,user_engagement,google / organic,Organic Search,29,0,0,0,,2,1,0
2023-02-26,click,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-02-26,first_visit,(direct) / (none),Direct,8,0,0,0,,8,8,0
2023-02-26,first_visit,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-02-26,page_view,(direct) / (none),Direct,8,0,0,0,,8,8,0
2023-02-26,page_view,google / organic,Organic Search,8,0,0,0,,3,3,0
2023-02-26,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-02-26,session_start,(direct) / (none),Direct,8,0,0,0,,8,8,0
2023-02-26,session_start,google / organic,Organic Search,5,0,0,0,,5,4,0
2023-02-26,user_engagement,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-02-26,user_engagement,google / organic,Organic Search,8,0,0,0,,5,4,0
2023-02-27,click,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-02-27,first_visit,(direct) / (none),Direct,10,0,0,0,,10,10,0
2023-02-27,first_visit,facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-02-27,first_visit,google / organic,Organic Search,4,0,0,0,,4,4,0
2023-02-27,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-02-27,first_visit,openmultipleurl.com / referral,Referral,1,0,0,0,,1,1,0
2023-02-27,page_view,(direct) / (none),Direct,12,0,0,0,,12,12,0
2023-02-27,page_view,facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-02-27,page_view,google / organic,Organic Search,9,0,0,0,,4,4,0
2023-02-27,page_view,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-02-27,page_view,openmultipleurl.com / referral,Referral,2,0,0,0,,2,1,0
2023-02-27,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-02-27,scroll,facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-02-27,scroll,google / organic,Organic Search,4,0,0,0,,3,3,0
2023-02-27,session_start,(direct) / (none),Direct,12,0,0,0,,12,12,0
2023-02-27,session_start,facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-02-27,session_start,google / organic,Organic Search,4,0,0,0,,4,4,0
2023-02-27,session_start,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-02-27,session_start,openmultipleurl.com / referral,Referral,2,0,0,0,,2,1,0
2023-02-27,user_engagement,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-02-27,user_engagement,(not set),Unassigned,1,0,0,0,,1,1,0
2023-02-27,user_engagement,facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-02-27,user_engagement,google / organic,Organic Search,7,0,0,0,,4,4,0
2023-02-27,user_engagement,openmultipleurl.com / referral,Referral,2,0,0,0,,1,1,0
2023-02-28,first_visit,(direct) / (none),Direct,4,0,0,0,,4,4,0
2023-02-28,page_view,(direct) / (none),Direct,30,0,0,0,,8,5,0
2023-02-28,page_view,google / organic,Organic Search,8,0,0,0,,2,1,0
2023-02-28,page_view,ultalabtests.com / referral,Referral,10,0,0,0,,3,1,0
2023-02-28,scroll,(direct) / (none),Direct,7,0,0,0,,4,3,0
2023-02-28,scroll,google / organic,Organic Search,2,0,0,0,,2,1,0
2023-02-28,scroll,ultalabtests.com / referral,Referral,5,0,0,0,,2,1,0
2023-02-28,session_start,(direct) / (none),Direct,8,0,0,0,,8,5,0
2023-02-28,session_start,google / organic,Organic Search,3,0,0,0,,3,2,0
2023-02-28,session_start,ultalabtests.com / referral,Referral,3,0,0,0,,3,1,0
2023-02-28,user_engagement,(direct) / (none),Direct,9,0,0,0,,4,3,0
2023-02-28,user_engagement,google / organic,Organic Search,4,0,0,0,,3,2,0
2023-02-28,user_engagement,ultalabtests.com / referral,Referral,8,0,0,0,,3,1,0
2023-03-01,first_visit,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-01,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-03-01,first_visit,linktr.ee / referral,Referral,1,0,0,0,,1,1,0
2023-03-01,first_visit,minnesotaintegrative.com / referral,Referral,1,0,0,0,,1,1,0
2023-03-01,page_view,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-03-01,page_view,google / organic,Organic Search,17,0,0,0,,6,4,0
2023-03-01,page_view,linktr.ee / referral,Referral,7,0,0,0,,1,1,0
2023-03-01,page_view,minnesotaintegrative.com / referral,Referral,4,0,0,0,,1,1,0
2023-03-01,page_view,ultalabtests.com / referral,Referral,10,0,0,0,,1,1,0
2023-03-01,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-01,scroll,google / organic,Organic Search,4,0,0,0,,2,2,0
2023-03-01,scroll,linktr.ee / referral,Referral,3,0,0,0,,1,1,0
2023-03-01,scroll,ultalabtests.com / referral,Referral,1,0,0,0,,1,1,0
2023-03-01,session_start,(direct) / (none),Direct,4,0,0,0,,4,3,0
2023-03-01,session_start,google / organic,Organic Search,6,0,0,0,,6,4,0
2023-03-01,session_start,linktr.ee / referral,Referral,1,0,0,0,,1,1,0
2023-03-01,session_start,minnesotaintegrative.com / referral,Referral,2,0,0,0,,2,1,0
2023-03-01,session_start,ultalabtests.com / referral,Referral,2,0,0,0,,2,1,0
2023-03-01,user_engagement,(direct) / (none),Direct,3,0,0,0,,3,3,0
2023-03-01,user_engagement,google / organic,Organic Search,13,0,0,0,,5,4,0
2023-03-01,user_engagement,linktr.ee / referral,Referral,7,0,0,0,,1,1,0
2023-03-01,user_engagement,minnesotaintegrative.com / referral,Referral,5,0,0,0,,2,1,0
2023-03-01,user_engagement,ultalabtests.com / referral,Referral,7,0,0,0,,2,1,0
2023-03-02,first_visit,(direct) / (none),Direct,15,0,0,0,,15,15,0
2023-03-02,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-02,form_start,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-02,page_view,(direct) / (none),Direct,31,0,0,0,,16,16,0
2023-03-02,page_view,google / organic,Organic Search,6,0,0,0,,3,2,0
2023-03-02,scroll,(direct) / (none),Direct,10,0,0,0,,7,7,0
2023-03-02,session_start,(direct) / (none),Direct,16,0,0,0,,16,16,0
2023-03-02,session_start,google / organic,Organic Search,3,0,0,0,,3,2,0
2023-03-02,session_start,ultalabtests.com / referral,Referral,1,0,0,0,,1,1,0
2023-03-02,user_engagement,(direct) / (none),Direct,20,0,0,0,,8,8,0
2023-03-02,user_engagement,(not set),Unassigned,1,0,0,0,,1,1,0
2023-03-02,user_engagement,google / organic,Organic Search,4,0,0,0,,1,1,0
2023-03-02,user_engagement,ultalabtests.com / referral,Referral,4,0,0,0,,1,1,0
2023-03-03,first_visit,(direct) / (none),Direct,11,0,0,0,,11,11,0
2023-03-03,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-03,page_view,(direct) / (none),Direct,29,0,0,0,,13,13,0
2023-03-03,page_view,google / organic,Organic Search,16,0,0,0,,2,2,0
2023-03-03,scroll,(direct) / (none),Direct,4,0,0,0,,2,2,0
2023-03-03,scroll,google / organic,Organic Search,6,0,0,0,,2,2,0
2023-03-03,session_start,(direct) / (none),Direct,14,0,0,0,,14,13,0
2023-03-03,session_start,google / organic,Organic Search,3,0,0,0,,3,2,0
2023-03-03,user_engagement,(direct) / (none),Direct,21,0,0,0,,5,4,0
2023-03-03,user_engagement,google / organic,Organic Search,15,0,0,0,,3,2,0
2023-03-04,first_visit,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-04,first_visit,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-03-04,page_view,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-04,page_view,google / organic,Organic Search,19,0,0,0,,5,4,0
2023-03-04,scroll,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-03-04,session_start,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-04,session_start,google / organic,Organic Search,6,0,0,0,,6,4,0
2023-03-04,user_engagement,google / organic,Organic Search,18,0,0,0,,6,4,0
2023-03-05,click,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-05,first_visit,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-05,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-05,page_view,(direct) / (none),Direct,4,0,0,0,,2,2,0
2023-03-05,page_view,google / organic,Organic Search,3,0,0,0,,1,1,0
2023-03-05,page_view,ultalabtests.com / referral,Referral,3,0,0,0,,1,1,0
2023-03-05,scroll,(direct) / (none),Direct,3,0,0,0,,2,2,0
2023-03-05,session_start,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-03-05,session_start,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-05,session_start,ultalabtests.com / referral,Referral,1,0,0,0,,1,1,0
2023-03-05,user_engagement,(direct) / (none),Direct,3,0,0,0,,2,2,0
2023-03-05,user_engagement,google / organic,Organic Search,2,0,0,0,,1,1,0
2023-03-05,user_engagement,ultalabtests.com / referral,Referral,2,0,0,0,,1,1,0
2023-03-06,first_visit,(direct) / (none),Direct,9,0,0,0,,9,9,0
2023-03-06,first_visit,duckduckgo / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-06,first_visit,facebook.com / referral,Organic Social,2,0,0,0,,2,2,0
2023-03-06,first_visit,google / organic,Organic Search,7,0,0,0,,7,7,0
2023-03-06,first_visit,linktr.ee / referral,Referral,2,0,0,0,,2,2,0
2023-03-06,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-03-06,page_view,(direct) / (none),Direct,26,0,0,0,,12,10,0
2023-03-06,page_view,duckduckgo / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-06,page_view,facebook.com / referral,Organic Social,2,0,0,0,,2,2,0
2023-03-06,page_view,google / organic,Organic Search,22,0,0,0,,7,7,0
2023-03-06,page_view,linktr.ee / referral,Referral,5,0,0,0,,2,2,0
2023-03-06,page_view,mnanp.org / referral,Referral,3,0,0,0,,1,1,0
2023-03-06,page_view,ultalabtests.com / referral,Referral,18,0,0,0,,2,1,0
2023-03-06,scroll,(direct) / (none),Direct,11,0,0,0,,4,3,0
2023-03-06,scroll,duckduckgo / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-06,scroll,facebook.com / referral,Organic Social,2,0,0,0,,2,2,0
2023-03-06,scroll,google / organic,Organic Search,9,0,0,0,,5,5,0
2023-03-06,scroll,linktr.ee / referral,Referral,1,0,0,0,,1,1,0
2023-03-06,session_start,(direct) / (none),Direct,13,0,0,0,,13,11,0
2023-03-06,session_start,duckduckgo / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-06,session_start,facebook.com / referral,Organic Social,2,0,0,0,,2,2,0
2023-03-06,session_start,google / organic,Organic Search,7,0,0,0,,7,7,0
2023-03-06,session_start,linktr.ee / referral,Referral,2,0,0,0,,2,2,0
2023-03-06,session_start,mnanp.org / referral,Referral,3,0,0,0,,3,2,0
2023-03-06,session_start,ultalabtests.com / referral,Referral,3,0,0,0,,3,1,0
2023-03-06,user_engagement,(direct) / (none),Direct,15,0,0,0,,5,4,0
2023-03-06,user_engagement,(not set),Unassigned,2,0,0,0,,2,2,0
2023-03-06,user_engagement,duckduckgo / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-06,user_engagement,facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-03-06,user_engagement,google / organic,Organic Search,19,0,0,0,,7,7,0
2023-03-06,user_engagement,linktr.ee / referral,Referral,4,0,0,0,,2,2,0
2023-03-06,user_engagement,mnanp.org / referral,Referral,4,0,0,0,,3,2,0
2023-03-06,user_engagement,ultalabtests.com / referral,Referral,18,0,0,0,,3,1,0
2023-03-07,click,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-03-07,first_visit,(direct) / (none),Direct,5,0,0,0,,5,5,0
2023-03-07,first_visit,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-07,first_visit,linktr.ee / referral,Referral,1,0,0,0,,1,1,0
2023-03-07,first_visit,lm.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-03-07,first_visit,minnesotaintegrative.com / referral,Referral,1,0,0,0,,1,1,0
2023-03-07,first_visit,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-03-07,form_start,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-07,page_view,(direct) / (none),Direct,12,0,0,0,,6,6,0
2023-03-07,page_view,google / organic,Organic Search,6,0,0,0,,4,4,0
2023-03-07,page_view,linktr.ee / referral,Referral,3,0,0,0,,1,1,0
2023-03-07,page_view,lm.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-03-07,page_view,minnesotaintegrative.com / referral,Referral,11,0,0,0,,1,1,0
2023-03-07,page_view,mnanp.org / referral,Referral,5,0,0,0,,1,1,0
2023-03-07,page_view,ultalabtests.com / referral,Referral,2,0,0,0,,1,1,0
2023-03-07,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-07,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-07,scroll,linktr.ee / referral,Referral,1,0,0,0,,1,1,0
2023-03-07,scroll,lm.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-03-07,scroll,minnesotaintegrative.com / referral,Referral,2,0,0,0,,1,1,0
2023-03-07,scroll,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-03-07,session_start,(direct) / (none),Direct,7,0,0,0,,7,7,0
2023-03-07,session_start,google / organic,Organic Search,4,0,0,0,,4,4,0
2023-03-07,session_start,linktr.ee / referral,Referral,1,0,0,0,,1,1,0
2023-03-07,session_start,lm.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-03-07,session_start,minnesotaintegrative.com / referral,Referral,1,0,0,0,,1,1,0
2023-03-07,session_start,mnanp.org / referral,Referral,1,0,0,0,,1,1,0
2023-03-07,session_start,ultalabtests.com / referral,Referral,2,0,0,0,,2,1,0
2023-03-07,user_engagement,(direct) / (none),Direct,6,0,0,0,,3,3,0
2023-03-07,user_engagement,google / organic,Organic Search,3,0,0,0,,1,1,0
2023-03-07,user_engagement,linktr.ee / referral,Referral,3,0,0,0,,1,1,0
2023-03-07,user_engagement,minnesotaintegrative.com / referral,Referral,6,0,0,0,,1,1,0
2023-03-07,user_engagement,mnanp.org / referral,Referral,5,0,0,0,,1,1,0
2023-03-07,user_engagement,ultalabtests.com / referral,Referral,2,0,0,0,,2,1,0
2023-03-08,first_visit,(direct) / (none),Direct,2,0,0,0,,2,2,0
2023-03-08,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-03-08,first_visit,mnanp.org / referral,Referral,2,0,0,0,,2,2,0
2023-03-08,page_view,(direct) / (none),Direct,9,0,0,0,,8,5,0
2023-03-08,page_view,google / organic,Organic Search,6,0,0,0,,3,3,0
2023-03-08,page_view,mnanp.org / referral,Referral,2,0,0,0,,2,2,0
2023-03-08,scroll,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-08,scroll,google / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-08,session_start,(direct) / (none),Direct,9,0,0,0,,9,5,0
2023-03-08,session_start,google / organic,Organic Search,3,0,0,0,,3,3,0
2023-03-08,session_start,mnanp.org / referral,Referral,2,0,0,0,,2,2,0
2023-03-08,user_engagement,(direct) / (none),Direct,2,0,0,0,,1,1,0
2023-03-08,user_engagement,google / organic,Organic Search,5,0,0,0,,3,3,0
2023-03-08,user_engagement,mnanp.org / referral,Referral,2,0,0,0,,2,2,0
2023-03-09,first_visit,(direct) / (none),Direct,38,0,0,0,,38,37,0
2023-03-09,first_visit,google / cpc,Paid Search,3,0,0,0,,3,3,0
2023-03-09,first_visit,google / organic,Organic Search,2,0,0,0,,2,2,0
2023-03-09,first_visit,lm.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-03-09,first_visit,m.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-03-09,form_start,(direct) / (none),Direct,1,0,0,0,,1,1,0
2023-03-09,page_view,(direct) / (none),Direct,68,0,0,0,,41,40,0
2023-03-09,page_view,bing / organic,Organic Search,3,0,0,0,,1,1,0
2023-03-09,page_view,google / cpc,Paid Search,3,0,0,0,,3,3,0
2023-03-09,page_view,google / organic,Organic Search,20,0,0,0,,5,5,0
2023-03-09,page_view,lm.facebook.com / referral,Organic Social,3,0,0,0,,1,1,0
2023-03-09,page_view,m.facebook.com / referral,Organic Social,2,0,0,0,,1,1,0
2023-03-09,page_view,ultalabtests.com / referral,Referral,2,0,0,0,,1,1,0
2023-03-09,scroll,(direct) / (none),Direct,11,0,0,0,,8,8,0
2023-03-09,scroll,bing / organic,Organic Search,3,0,0,0,,1,1,0
2023-03-09,scroll,google / cpc,Paid Search,2,0,0,0,,2,2,0
2023-03-09,scroll,google / organic,Organic Search,6,0,0,0,,3,3,0
2023-03-09,session_start,(direct) / (none),Direct,46,0,0,0,,46,40,0
2023-03-09,session_start,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-09,session_start,google / cpc,Paid Search,3,0,0,0,,3,3,0
2023-03-09,session_start,google / organic,Organic Search,6,0,0,0,,6,5,0
2023-03-09,session_start,lm.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-03-09,session_start,m.facebook.com / referral,Organic Social,1,0,0,0,,1,1,0
2023-03-09,session_start,ultalabtests.com / referral,Referral,3,0,0,0,,3,1,0
2023-03-09,user_engagement,(direct) / (none),Direct,39,0,0,0,,15,15,0
2023-03-09,user_engagement,(not set),Unassigned,2,0,0,0,,2,2,0
2023-03-09,user_engagement,bing / organic,Organic Search,3,0,0,0,,1,1,0
2023-03-09,user_engagement,google / cpc,Paid Search,3,0,0,0,,3,3,0
2023-03-09,user_engagement,google / organic,Organic Search,17,0,0,0,,6,5,0
2023-03-09,user_engagement,lm.facebook.com / referral,Organic Social,2,0,0,0,,1,1,0
2023-03-09,user_engagement,ultalabtests.com / referral,Referral,2,0,0,0,,2,1,0
2023-03-10,first_visit,(direct) / (none),Direct,11,0,0,0,,11,11,0
2023-03-10,first_visit,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-10,first_visit,google / cpc,Paid Search,64,0,0,0,,64,64,0
2023-03-10,form_start,google / cpc,Paid Search,1,0,0,0,,1,1,0
2023-03-10,page_view,(direct) / (none),Direct,22,0,0,0,,13,13,0
2023-03-10,page_view,bing / organic,Organic Search,2,0,0,0,,1,1,0
2023-03-10,page_view,google / cpc,Paid Search,69,0,0,0,,66,64,0
2023-03-10,page_view,google / organic,Organic Search,9,0,0,0,,4,3,0
2023-03-10,scroll,(direct) / (none),Direct,6,0,0,0,,4,4,0
2023-03-10,scroll,bing / organic,Organic Search,1,0,0,0,,1,1,0
2023-03-10,scroll,google / cpc,Paid Search,5,0,0,0,,4,4,0
