Date,Campaignname,CampaignID,AdvertisingChannelType,AdvertisingChannelSubType,Campaignstatus,CampaignServingStatus,CampaignBidStrategyStatus,Currencycode,Timezone,ConfiguredBudget,BudgetName,BudgetId,BudgetStatus,BudgetPeriod,IsBudgetExplicitlyShared,CampaignMobileBidModifier,Impressions,Clicks,Cost,Ctr,CPC,CPM,interactions,Conversions,CostPerConversion,ConversionRate,conversionsByConversionDate,allConversionsByConversionDate,EstimatedCrossDeviceConversions,ROAS,Invalidclicks,SearchImpressionShare,SearchImpressionShareRaw,SearchBudgetLostImpressionShare,SearchRankLostImpressionShare,SearchTopImpressionShare,SearchAbsoluteTopImpressionShare,SearchExactMatchImpressionShare,SearchRankLostTopImpressionShare,SearchRankLostAbsoluteTopImpressionShare,SearchBudgetLostTopImpressionShare,SearchBudgetLostAbsoluteTopImpressionShare,SearchClickShare,EligibleSearchClicks,LostSearchClicks,TotalAvailableImpressions,LostImpressions,LostImpressionsDueToBudget,LostImpressionsDueToRank,dailybudget,Budget,budgetUsedPortion
2025-07-23,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,47,4,8.65,0.0851,2.1625,184.0426,4,0,,0,4,5,0,0,0,0.1444,0.1444,0.2193,0.6364,0.1,0.0999,0.6667,0.68,0.73,0.22,0.22,0.0999,40,36,270,231,59,172,15,15,0.5767
2025-07-24,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,0,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-07-25,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,1,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-07-27,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,1,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-07-28,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,0,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-07-29,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,0,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-07-31,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,0,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-01,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,1,3,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-04,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,1,2,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-04,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,137,15,39.7635,0.1095,2.6509,290.2444,15,13,3.0587,0.8667,9,12,0,0.3269,1,0.4706,0.4706,0,0.5294,0.4,0.1765,0.6875,0.6,0.82,0,0,0.3085,49,34,287,152,0,152,15,15,2.6509
2025-08-05,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,263,19,63.9844,0.0722,3.3676,243.2866,19,4,15.9961,0.2105,8,17,0,0.0625,1,0.194,0.194,0.4298,0.3763,0.15,0.0999,0.3333,0.42,0.51,0.43,0.43,0.1543,123,104,1309,1055,563,493,15,15,4.2656
2025-08-06,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,1,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-06,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,408,20,53.0589,0.049,2.6529,130.0463,20,2,26.5295,0.1,2,9,0,0.0377,10,0.2594,0.2594,0.2444,0.4963,0.2,0.0999,0.7647,0.56,0.66,0.25,0.25,0.1858,108,88,1527,1131,373,758,15,15,3.5373
2025-08-07,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,299,22,52.089,0.0736,2.3677,174.2109,22,17,3.0641,0.7727,16,21,0,0.3264,1,0.1195,0.1195,0.7342,0.1463,0.1,0.0999,0.3333,0.17,0.23,0.74,0.74,0.0999,220,198,2294,2020,1684,336,15,15,3.4726
2025-08-08,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,182,11,43.2141,0.0604,3.9286,237.4398,11,10,4.3214,0.9091,9,14,0,0.2314,0,0.0999,0.0999,0.5285,0.4017,0.1,0.0999,0.3333,0.42,0.45,0.53,0.53,0.0999,110,99,1712,1541,905,688,15,15,2.8809
2025-08-09,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,303,24,51.8656,0.0792,2.1611,171.1736,24,12,4.3221,0.5,9,9,0,0.2314,9,0.1565,0.1565,0,0.8435,0.13,0.0999,0.625,0.88,0.9,0,0,0.1586,151,127,1776,1498,0,1498,15,15,3.4577
2025-08-10,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,274,25,55.2142,0.0912,2.2086,201.5116,25,3,18.4047,0.12,3,5,0,0.0543,3,0.1218,0.1218,0.2984,0.5798,0.1,0.0999,0.625,0.6,0.67,0.3,0.3,0.0999,250,225,2036,1788,608,1180,15,15,3.6809
2025-08-11,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,0,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-11,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,354,24,47.9589,0.0678,1.9983,135.4772,24,16,2.9974,0.6667,15,23,2,0.3336,0,0.1454,0.1454,0.4914,0.3632,0.12,0.0999,0.5435,0.39,0.46,0.49,0.49,0.1054,228,204,2249,1922,1105,817,15,15,3.1973
2025-08-12,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,189,19,40.4246,0.1005,2.1276,213.8869,19,2,20.2123,0.1053,3,8,0,0.0495,1,0.1271,0.1271,0.3577,0.5152,0.1,0.0999,0.5556,0.54,0.61,0.36,0.36,0.0999,190,171,1274,1112,456,657,15,15,2.695
2025-08-13,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,2,2,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-15,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,0,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-18,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,0,2,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-19,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,0,2,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-22,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,7,0,0,0,,0,0,0,,,0,0,0,,0,0.6,0.6,0,0.4,0.6,0,1,0.4,0,0,0,,,,12,5,0,5,15,15,0
2025-08-23,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,251,18,37.6892,0.0717,2.0938,150.156,18,2,18.8446,0.1111,2,6,0,0.0531,2,0.2854,0.2854,0,0.7146,0.23,0.0999,0.6552,0.77,0.9,0,0,0.2251,80,62,834,596,0,596,15,15,2.5126
2025-08-24,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,499,31,88.756,0.0621,2.8631,177.8677,31,6,14.7927,0.1935,6,13,0,0.0676,1,0.2866,0.2866,0,0.7134,0.23,0.1118,0.7813,0.77,0.89,0,0,0.2398,129,98,1601,1142,0,1142,15,15,5.9171
2025-08-25,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,304,18,41.3895,0.0592,2.2994,136.1497,18,15,2.7593,0.8333,14,22,1,0.3624,0,0.1272,0.1272,0.7866,0.0862,0.1,0.0999,0.4286,0.1,0.16,0.8,0.8,0.0999,180,162,2162,1887,1700,186,15,15,2.7593
2025-08-26,Campaign #1,22625352639,Performance Max,,paused,eligible,PAUSED,USD,America/Chicago,6,Campaign #1,14628148318,Enabled,day,False,,0,0,0,,,,0,0,,,1,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-08-26,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,182,17,37.2757,0.0934,2.1927,204.8118,17,7,5.3251,0.4118,5,5,0,0.1878,1,0.1133,0.1133,0.8244,0.0622,0.1,0.0999,0.5,0.07,0.13,0.85,0.85,0.0999,170,153,1385,1228,1142,86,15,15,2.485
2025-08-27,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,23,3,6.92,0.1304,2.3067,300.8696,3,0,,0,2,4,0,0,0,0.2034,0.2034,0.7627,0.0339,0.15,0.0999,0.6,0.05,0.14,0.8,0.8,0.1184,25,22,103,82,79,4,15,15,0.4613
2025-08-29,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,0,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-09-02,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,1,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-09-09,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,1,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-09-10,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,1,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-09-15,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,1,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2025-09-18,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,1,1,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2026-04-27,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,83,8,20.1602,0.0964,2.52,242.8937,8,0,,0,0,1,0,0,1,0.625,0.625,0,0.375,0.57,0.2222,0.4545,0.43,0.78,0,0,0.4348,18,10,130,49,0,49,15,15,1.344
2026-04-28,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,259,23,78.1172,0.0888,3.3964,301.6107,23,12,6.5098,0.5217,7,17,0,0.1536,10,0.1347,0.1347,0.6622,0.2031,0.11,0.0999,0.2222,0.23,0.29,0.66,0.66,0.1149,200,177,1841,1593,1219,374,15,15,5.2078
2026-04-29,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,427,22,56.1412,0.0515,2.5519,131.4782,22,1,56.1412,0.0455,1,7,0,0.0178,22,0.0999,0.0999,0.5465,0.3867,0.1,0.0999,0.2941,0.41,0.43,0.55,0.55,0.0999,220,198,3944,3550,2155,1525,15,15,3.7427
2026-04-30,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,391,15,31.8,0.0384,2.12,81.3299,15,3,10.6,0.2,4,10,0,0.0943,0,0.0999,0.0999,0.5687,0.3945,0.1,0.0999,0.1563,0.41,0.42,0.57,0.57,0.0999,150,135,3634,3271,2067,1433,15,15,2.12
2026-05-01,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,205,13,34.53,0.0634,2.6562,168.439,13,1,34.53,0.0769,2,3,0,0.029,0,0.0999,0.0999,0.0462,0.8624,0.1,0.0999,0.25,0.87,0.9,0.05,0.05,0.0999,130,117,1842,1658,85,1588,15,15,2.302
2026-05-02,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,146,18,27.9011,0.1233,1.5501,191.1031,18,5,5.5802,0.2778,6,10,0,0.1792,3,0.0999,0.0999,0.4038,0.5183,0.1,0.0999,0.2381,0.53,0.57,0.4,0.4,0.0999,180,162,1311,1180,529,680,15,15,1.8601
2026-05-03,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,176,11,30.3096,0.0625,2.7554,172.2136,11,2,15.1548,0.1818,1,9,0,0.066,14,0.1211,0.1211,0.3006,0.5783,0.1,0.0999,0.6364,0.61,0.67,0.3,0.3,0.0999,110,99,1214,1067,365,702,15,15,2.0206
2026-05-04,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,171,11,27.92,0.0643,2.5382,163.2749,11,1,27.92,0.0909,2,5,0,0.0358,6,0.1085,0.1085,0,0.8915,0.1,0.0999,0.3684,0.9,0.9,0,0,0.0999,110,99,1364,1216,0,1216,15,15,1.8613
2026-05-08,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,2,2,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2026-05-12,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,125,10,19.4408,0.08,1.9441,155.5265,10,2,9.7204,0.2,1,11,0,0.1029,4,0.4403,0.4403,0,0.5597,0.21,0.1572,0.7222,0.79,0.84,0,0,0.2543,39,29,275,154,0,154,15,15,1.2961
2026-05-13,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,285,17,45.8413,0.0596,2.6965,160.8468,17,7,6.5488,0.4118,7,15,0,0.1527,3,0.1252,0.1252,0.389,0.4858,0.1,0.0999,0.3548,0.52,0.58,0.39,0.39,0.1031,165,148,2164,1893,842,1051,15,15,3.0561
2026-05-19,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,0,0,0,,,,0,0,,,1,6,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2026-05-28,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,0,0,0,,,,0,0,,,0,0,0,,0,,0.0999,,,0,0,0.0999,0,0,0,0,,,,0,0,0,0,5,5,0
2026-05-29,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,7,0,0,0,,0,0,0,,,0,0,0,,0,0.5833,0.5833,0.0833,0.3333,0.33,0.25,0.5833,0.58,0.67,0.08,0.08,,,,12,5,1,4,5,5,0
2026-05-30,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,9,1,4.301,0.1111,4.301,477.8893,1,2,2.1505,2,2,5,0,0.465,0,0.75,0.75,0,0.25,0.75,0.75,1,0.25,0.25,0,0,0.7783,1,0,12,3,0,3,15,15,0.2867
2026-05-30,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,8,0,0,0,,0,0,0,,,0,0,0,,0,0.4286,0.4286,0.0714,0.5,0.14,0.1429,0.4286,0.79,0.79,0.07,0.07,,,,19,11,1,9,5,5,0
2026-05-31,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,1,0.01,0.1667,0.01,1.6667,1,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.94,1,0,6,0,0,0,5,5,0.002
2026-06-01,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,0,0,0,,0,0,0,,,0,0,0,,0,1,1,0,0,1,1,1,0,0,0,0,,,,6,0,0,0,5,5,0
2026-06-02,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,9,2,10.501,0.2222,5.2505,1166.7824,2,0,,0,0,2,0,0,1,0.625,0.625,0,0.375,0.63,0.625,0.625,0.38,0.38,0,0,0.6634,3,1,14,5,0,5,5,5,2.1002
2026-06-03,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,20,0,0,0,,0,0,0,,,0,1,0,,0,0.75,0.75,0,0.25,0.69,0.6875,0.75,0.31,0.31,0,0,,,,27,7,0,7,5,5,0
2026-06-04,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,10,1,5.38,0.1,5.38,538,1,0,,0,0,1,0,0,0,0.5,0.5,0.5,0,0.36,0.3571,0.5,0.14,0.14,0.5,0.5,0.4016,2,1,20,10,10,0,5,5,1.076
2026-06-05,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,4,0,0,0,,0,0,0,,,0,0,0,,0,1,1,0,0,1,0.5,1,0,0.5,0,0,,,,4,0,0,0,5,5,0
2026-06-06,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,2,3.85,0.3333,1.925,641.6667,2,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,,,,6,0,0,0,5,5,0.77
2026-06-07,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,4,0,0,0,,0,0,0,,,0,0,0,,0,1,1,0,0,1,1,1,0,0,0,0,,,,4,0,0,0,5,5,0
2026-06-08,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,10,3,4.8416,0.3,1.6139,484.1581,3,1,4.8416,0.3333,1,3,0,0.2065,0,1,1,0,0,1,1,1,0,0,0,0,0.9236,3,0,10,0,0,0,5,5,0.9683
2026-06-09,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,2,0,0,0,,0,0,0,,,0,0,0,,0,1,1,0,0,1,1,1,0,0,0,0,,,,2,0,0,0,5,5,0
2026-06-10,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,53,4,24.0592,0.0755,6.0148,453.9472,4,0.02,1202.9602,0.005,0,0,0,0.0441,1,0.5918,0.5918,0.0612,0.3469,0.53,0.2449,0.4444,0.39,0.67,0.08,0.08,0.3993,10,6,90,37,5,31,15,15,1.6039
2026-06-10,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,22,3,15.6555,0.1364,5.2185,711.6138,3,3,5.2185,1,3,9,0,0.1916,0,0.9231,0.9231,0,0.0769,0.92,0.8462,0.9167,0.08,0.15,0,0,0.9098,3,0,24,2,0,2,5,5,3.1311
2026-06-11,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,2,1,1.895,0.5,1.895,947.522,1,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.7483,1,0,2,0,0,0,5,5,0.379
2026-06-12,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,11,1,7.1989,0.0909,7.1989,654.4498,1,4,1.7997,4,0,0,0,0.5556,0,1,1,0,0,1,1,1,0,0,0,0,0.7821,1,0,11,0,0,0,5,5,1.4398
2026-06-13,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,5,1,7.3041,0.2,7.3041,1460.8282,1,0,,0,1,2,0,0,0,1,1,0,0,1,0.6667,1,0,0.33,0,0,0.6858,1,0,5,0,0,0,5,5,1.4608
2026-06-14,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,2,0,0,0,,0,0,0,,,0,0,0,,0,1,1,0,0,1,1,1,0,0,0,0,,,,2,0,0,0,5,5,0
2026-06-15,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,20,2,4,0.1,2,200,2,1,4,0.5,2,4,0,0.25,0,1,1,0,0,0.91,0.8182,1,0.09,0.18,0,0,0.8019,2,0,20,0,0,0,5,5,0.8
2026-06-16,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,11,1,2.69,0.0909,2.69,244.5455,1,0,,0,0,0,0,0,0,1,1,0,0,0.83,0.8333,1,0.17,0.17,0,0,0.874,1,0,11,0,0,0,5,5,0.538
2026-06-17,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,1,2.25,0.1667,2.25,375,1,0,,0,0,0,0,0,0,0.75,0.75,0,0.25,0.75,0.5,0.75,0.25,0.5,0,0,0.7445,1,0,8,2,0,2,5,5,0.45
2026-06-18,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,27,1,0.77,0.037,0.77,28.5185,1,7,0.11,7,2,4,0,92.2078,0,0.6957,0.6957,0,0.3043,0.61,0.4348,0.6957,0.39,0.57,0,0,0.7849,1,0,39,12,0,12,5,5,0.154
2026-06-19,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,9,3,5.56,0.3333,1.8533,617.7778,3,0,,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.9689,3,0,9,0,0,0,5,5,1.112
2026-06-20,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,3,2,4.87,0.6667,2.435,1623.3333,2,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.6519,3,1,3,0,0,0,5,5,0.974
2026-06-21,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,4,0,0,0,,0,0,0,,,0,0,0,,0,1,1,0,0,1,1,1,0,0,0,0,,,,4,0,0,0,5,5,0
2026-06-22,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,4,2,5.45,0.5,2.725,1362.5,2,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.8702,2,0,4,0,0,0,5,5,1.09
