Date,Campaignname,CampaignID,AdvertisingChannelType,AdvertisingChannelSubType,Campaignstatus,CampaignServingStatus,CampaignBidStrategyStatus,Currencycode,Timezone,ConfiguredBudget,BudgetName,BudgetId,BudgetStatus,BudgetPeriod,IsBudgetExplicitlyShared,CampaignMobileBidModifier,Impressions,Clicks,Cost,Ctr,CPC,CPM,interactions,Conversions,CostPerConversion,ConversionRate,conversionsByConversionDate,allConversionsByConversionDate,EstimatedCrossDeviceConversions,ROAS,Invalidclicks,SearchImpressionShare,SearchImpressionShareRaw,SearchBudgetLostImpressionShare,SearchRankLostImpressionShare,SearchTopImpressionShare,SearchAbsoluteTopImpressionShare,SearchExactMatchImpressionShare,SearchRankLostTopImpressionShare,SearchRankLostAbsoluteTopImpressionShare,SearchBudgetLostTopImpressionShare,SearchBudgetLostAbsoluteTopImpressionShare,SearchClickShare,EligibleSearchClicks,LostSearchClicks,TotalAvailableImpressions,LostImpressions,LostImpressionsDueToBudget,LostImpressionsDueToRank,dailybudget,Budget,budgetUsedPortion
2026-06-23,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,3,0,0,0,,0,0,0,,,0,0,0,,0,0.5,0.5,0,0.5,0.5,0.25,0.5,0.5,0.75,0,0,,,,6,3,0,3,5,5,0
2026-06-24,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,1,2.53,0.1667,2.53,421.6667,1,0,,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0.7858,1,0,6,0,0,0,5,5,0.506
2026-06-25,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,8,2,0.67,0.25,0.335,83.75,2,2,0.335,1,0,2,0,2.9851,0,1,1,0,0,1,1,1,0,0,0,0,0.8236,2,0,8,0,0,0,5,5,0.134
2026-06-26,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,14,2,2.01,0.1429,1.005,143.5714,2,3,0.67,1.5,3,6,0,112.9353,0,1,1,0,0,1,1,1,0,0,0,0,0.9249,2,0,14,0,0,0,5,5,0.402
2026-06-28,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,2,12,0.3333,6,2000,2,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.8024,2,0,6,0,0,0,5,5,2.4
2026-06-29,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,2,11.58,0.3333,5.79,1930,2,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.9984,2,0,6,0,0,0,5,5,2.316
2026-06-30,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,7,0,0,0,,0,0,0,,,0,0,0,,0,1,1,0,0,1,1,1,0,0,0,0,,,,7,0,0,0,5,5,0
2026-07-01,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,2,0,0,0,,0,0,0,,,1,2,0,,0,1,1,0,0,1,1,1,0,0,0,0,,,,2,0,0,0,5,5,0
2026-07-02,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,4,1,1.91,0.25,1.91,477.5,1,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.9998,1,0,4,0,0,0,5,5,0.382
2026-07-03,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,110,5,13.38,0.0455,2.676,121.6364,5,1,13.38,0.2,1,3,0,0.0747,0,0.3676,0.3676,0.6216,0.0108,0.3,0.1243,0.6667,0.01,0.18,0.69,0.69,0.1303,38,33,291,184,181,3,15,15,0.892
2026-07-03,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,4,2,8.75,0.5,4.375,2187.5,2,0,,0,1,3,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.9664,2,0,4,0,0,0,5,5,1.75
2026-07-04,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,145,5,13.39,0.0345,2.678,92.3448,5,0,,0,0,2,0,0,1,0.1481,0.1481,0.7963,0.0556,0.11,0.0999,0.3421,0.07,0.14,0.82,0.82,0.0999,50,45,938,799,747,52,15,15,0.8927
2026-07-04,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,2,1,2.32,0.5,2.32,1160,1,0,,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,2,0,0,0,5,5,0.464
2026-07-05,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,115,7,12.4965,0.0609,1.7852,108.6651,7,1,12.4965,0.1429,1,2,0,0.08,3,0.1753,0.1753,0.8084,0.0162,0.14,0.0999,0.3023,0.02,0.11,0.84,0.84,0.0999,70,63,593,489,480,10,15,15,0.8331
2026-07-05,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,11,2,3.45,0.1818,1.725,313.6364,2,2.01,1.7164,1.005,1,2,0,0.5826,0,1,1,0,0,1,1,1,0,0,0,0,0.9469,2,0,11,0,0,0,5,5,0.69
2026-07-06,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,200,7,10.06,0.035,1.4371,50.3,7,0,,0,0,0,0,0,0,0.0999,0.0999,0.9001,0,0.1,0.0999,0.1346,0,0.04,0.9,0.9,0.0999,70,63,1952,1757,1757,0,15,15,0.6707
2026-07-06,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,0,0,0,,,,0,0,,,2,5,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2026-07-07,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,89,9,9.7603,0.1011,1.0845,109.6664,9,6,1.6267,0.6667,6,13,0,0.6147,2,0.0999,0.0999,0.9001,0,0.1,0.0999,0.1136,0,0.05,0.9,0.9,0.0999,90,81,851,766,766,0,15,15,0.6507
2026-07-07,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,2,7.43,0.3333,3.715,1238.3333,2,2,3.715,1,2,3.4877,0,0.2692,0,1,1,0,0,1,1,1,0,0,0,0,0.6578,3,1,6,0,0,0,5,5,1.486
2026-07-08,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,319,8,13.3779,0.0251,1.6722,41.9371,8,2,6.689,0.25,2,4.9976,0,0.1495,0,0.0999,0.0999,0.9001,0.0027,0.1,0.0999,0.125,0,0.05,0.9,0.9,0.0999,80,72,3093,2784,2784,8,15,15,0.8919
2026-07-08,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,9,3,4.23,0.3333,1.41,470,3,1.2,3.525,0.4,2.2057,3.639,0,11.1749,0,1,1,0,0,1,1,1,0,0,0,0,0.9695,3,0,9,0,0,0,5,5,0.846
2026-07-09,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,424,7,14.22,0.0165,2.0314,33.5377,7,2,7.11,0.2857,2,9,0,0.1406,0,0.1001,0.1001,0.73,0.1698,0.1,0.0999,0.24,0.19,0.24,0.74,0.74,0.0999,70,63,4165,3748,3040,707,15,15,0.948
2026-07-09,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,0,0,0,,,,0,0,,,3,3.0072,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2026-07-10,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,332,10,15.56,0.0301,1.556,46.8675,10,1,15.56,0.1,1,7,0,0.0643,0,0.1343,0.1343,0.7247,0.141,0.1,0.0999,0.2586,0.16,0.25,0.74,0.74,0.0999,100,90,2353,2037,1705,332,15,15,1.0373
2026-07-10,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,5,1,0.59,0.2,0.59,118,1,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.5778,2,1,5,0,0,0,5,5,0.118
2026-07-11,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,232,7,11.56,0.0302,1.6514,49.8276,7,6,1.9267,0.8571,6,12,0,0.519,1,0.1183,0.1183,0.2012,0.6805,0.1,0.0999,0.2679,0.71,0.78,0.2,0.2,0.0999,70,63,1734,1529,349,1180,15,15,0.7707
2026-07-11,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,2,1,1.3,0.5,1.3,650,1,0,,0,0,3,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.9196,1,0,2,0,0,0,5,5,0.26
2026-07-12,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,303,13,14.715,0.0429,1.1319,48.5643,13,0,,0,0,5,0,0,4,0.1439,0.1439,0,0.8561,0.1,0.0999,0.2963,0.9,0.9,0,0,0.0999,130,117,1925,1648,0,1648,15,15,0.981
2026-07-12,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,4,1,1.02,0.25,1.02,255,1,0,,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.9302,1,0,4,0,0,0,5,5,0.204
2026-07-13,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,338,14,21.1382,0.0414,1.5099,62.5391,14,1,21.1382,0.0714,1,10,0,0.0473,1,0.0999,0.0999,0.5678,0.3385,0.1,0.0999,0.1649,0.36,0.42,0.57,0.57,0.0999,140,126,3153,2838,1790,1067,15,15,1.4092
2026-07-13,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,3,9.66,0.5,3.22,1610,3,0,,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.9979,3,0,6,0,0,0,5,5,1.932
2026-07-14,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,284,15,21.2335,0.0528,1.4156,74.7658,15,2.02,10.5116,0.1347,2.0196,11.0196,0,0.0951,1,0.1003,0.1003,0.5477,0.352,0.1,0.0999,0.2255,0.38,0.43,0.55,0.55,0.0999,150,135,2523,2270,1382,888,15,15,1.4156
2026-07-14,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,5,0,0,0,,0,0,0,,,1,3,0,,0,0.8,0.8,0,0.2,0.2,0.2,1,0.8,0.8,0,0,,,,6,1,0,1,5,5,0
2026-07-15,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,135,7,7.9515,0.0519,1.1359,58.9,7,0,,0,0,16,0,0,3,0.0999,0.0999,0.8367,0.0776,0.1,0.0999,0.0999,0.08,0.14,0.85,0.85,0.0999,70,63,1191,1072,997,92,15,15,0.5301
2026-07-15,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,6,2,0.62,0.3333,0.31,103.3333,2,0,,0,0,4,0,0,0,1,1,0,0,1,0.6667,1,0,0.33,0,0,0.908,2,0,6,0,0,0,5,5,0.124
2026-07-16,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,259,13,15.5055,0.0502,1.1927,59.8667,13,0,,0,0,0,0,0,0,0.1087,0.1087,0.5064,0.385,0.1,0.0999,0.1905,0.4,0.47,0.51,0.51,0.0999,130,117,2006,1788,1016,772,15,15,1.0337
2026-07-16,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,4,2,2.4,0.5,1.2,600,2,0,,0,0,1,0,0,0,0.6667,0.6667,0,0.3333,0.67,0.6667,0.6667,0.33,0.33,0,0,0.9995,2,0,6,2,0,2,5,5,0.48
2026-07-17,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,91,12,37.7589,0.1319,3.1466,414.9328,12,0,,0,0,5,0,0,1,0.0999,0.0999,0.9001,0,0.1,0.0999,0.0999,0,0.04,0.9,0.9,0.0999,120,108,571,514,514,0,15,15,2.5173
2026-07-17,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,3,1,0.11,0.3333,0.11,36.6667,1,0,,0,0,0,0,0,0,0.4,0.4,0,0.6,0.2,0.2,0.25,0.8,0.8,0,0,0.0999,10,9,8,5,0,5,5,5,0.022
2026-07-18,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,198,13,30.3218,0.0657,2.3324,153.1404,13,3,10.1073,0.2308,3,13,0,6.431,1,0.0999,0.0999,0.9001,0.0077,0.1,0.0999,0.1364,0.01,0.04,0.9,0.9,0.0999,130,117,1221,1099,1099,10,15,15,2.0215
2026-07-18,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,2,2,0.54,1,0.27,270,2,0,,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0.9279,2,0,2,0,0,0,5,5,0.108
2026-07-19,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,89,9,32.1711,0.1011,3.5746,361.4735,9,1,32.1711,0.1111,1,7,0,2.0204,0,0.0999,0.0999,0.9001,0,0.1,0.0999,0.3333,0,0.04,0.9,0.9,0.0999,90,81,651,586,586,0,15,15,2.1447
2026-07-19,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,16,4,2.18,0.25,0.545,136.25,4,0,,0,0,0,0,0,0,0.8889,0.8889,0,0.1111,0.89,0.7778,0.8889,0.11,0.22,0,0,0.6482,6,2,18,2,0,2,5,5,0.436
2026-07-20,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,187,13,23.5601,0.0695,1.8123,125.9899,13,1,23.5601,0.0769,1,7,0,2.7589,0,0.0999,0.0999,0.9001,0.0047,0.1,0.0999,0.2321,0,0.06,0.9,0.9,0.0999,130,117,1552,1397,1397,7,15,15,1.5707
2026-07-20,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,4,2,0.53,0.5,0.265,132.5,2,0,,0,0,1,0,0,0,0.5,0.5,0,0.5,0.5,0.1667,0.5,0.5,0.83,0,0,0.3424,6,4,8,4,0,4,5,5,0.106
2026-07-21,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,237,12,22.3126,0.0506,1.8594,94.1459,12,1.98,11.269,0.165,2,6,0,5.7788,2,0.0999,0.0999,0.9001,0.0041,0.1,0.0999,0.1638,0,0.04,0.9,0.9,0.0999,120,108,2032,1829,1829,8,15,15,1.4875
2026-07-22,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,112,12,23.6955,0.1071,1.9746,211.5669,12,0,,0,0,1,0,0,1,0.0999,0.0999,0.9001,0.0012,0.1,0.0999,0.2419,0,0.04,0.9,0.9,0.0999,120,108,1021,919,919,1,15,15,1.5797
2026-07-23,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,55,5,26.1341,0.0909,5.2268,475.1658,5,0,,0,0,1,0,0,0,0.0999,0.0999,0.9001,0.0038,0.1,0.0999,0.2667,0,0.03,0.9,0.9,0.0999,50,45,450,405,405,2,15,15,1.7423
2026-07-24,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,119,12,25.49,0.1008,2.1242,214.2017,12,1,25.49,0.0833,1,11,0,2.55,1,0.1044,0.1044,0.8773,0.0183,0.1,0.0999,0.2703,0.02,0.08,0.9,0.9,0.0999,120,108,929,832,815,17,15,15,1.6993
2026-07-25,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,223,11,29.7047,0.0493,2.7004,133.2048,11,5,5.9409,0.4545,5,17,0,10.941,0,0.1475,0.1475,0.7723,0.0802,0.1,0.0999,0.3421,0.1,0.16,0.8,0.8,0.0999,110,99,1166,994,901,94,15,15,1.9803
2026-07-26,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,188,8,31.1947,0.0426,3.8993,165.9291,8,0,,0,0,1,0,0,1,0.1119,0.1119,0.8296,0.0585,0.1,0.0999,0.2174,0.07,0.11,0.85,0.85,0.0999,80,72,1385,1230,1149,81,15,15,2.0796
2026-07-27,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,183,11,20.8665,0.0601,1.897,114.0248,11,2,10.4333,0.1818,2,12,0,6.2301,0,0.0999,0.0999,0.898,0.0093,0.1,0.0999,0.1446,0.01,0.07,0.9,0.9,0.0999,110,99,1542,1388,1384,14,15,15,1.3911
2026-07-28,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,190,15,21.8061,0.0789,1.4537,114.7689,15,1,21.8061,0.0667,1,4,0,2.9808,7,0.0999,0.0999,0.9001,0.0185,0.1,0.0999,0.2155,0.02,0.06,0.9,0.9,0.0999,150,135,1572,1415,1415,29,15,15,1.4537
2026-07-29,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,354,19,39.1203,0.0537,2.059,110.5093,19,6,6.5201,0.3158,6,32,0,9.9692,1,0.1055,0.1055,0.8492,0.0452,0.1,0.0999,0.3529,0.05,0.1,0.87,0.87,0.0999,190,171,2976,2662,2527,135,15,15,2.608
2026-07-29,PNHdefense-Website traffic-Search-2,23888858069,Search,,paused,eligible,PAUSED,USD,America/Chicago,5,PNHdefense-Website traffic-Search-2,15608951019,Enabled,day,False,,0,0,0,,,,0,0,,,1,16,0,,0,,,,,0,0,,0,0,0,0,,,,0,0,0,0,,,
2026-07-30,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,479,17,38.1737,0.0355,2.2455,79.6946,17,2,19.0869,0.1176,2,11,0,3.4055,1,0.0999,0.0999,0.8919,0.0881,0.1,0.0999,0.0999,0.1,0.1,0.89,0.89,0.0999,170,153,4224,3802,3767,372,15,15,2.5449
2026-07-31,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,306,13,29.63,0.0425,2.2792,96.8301,13,0,,0,0,8,0,0,3,0.0999,0.0999,0.8881,0.0934,0.1,0.0999,0.0999,0.1,0.11,0.89,0.89,0.0999,130,117,2873,2586,2551,268,15,15,1.9753
2026-08-01,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,336,18,36.275,0.0536,2.0153,107.9613,18,1,36.275,0.0556,1,2,0,1.7919,7,0.0999,0.0999,0.7418,0.2087,0.1,0.0999,0.15,0.23,0.25,0.74,0.74,0.0999,180,162,2893,2604,2146,604,15,15,2.4183
2026-08-02,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,224,17,37.04,0.0759,2.1788,165.3571,17,4,9.26,0.2353,4,12,0,7.0194,4,0.0999,0.0999,0.8743,0.0961,0.1,0.0999,0.0999,0.11,0.12,0.87,0.87,0.0999,170,153,1592,1433,1392,153,15,15,2.4693
2026-08-03,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,359,18,37.6148,0.0501,2.0897,104.7766,18,0.02,1880.7407,0.0011,0,4,0,0.0417,2,0.0999,0.0999,0.8295,0.1395,0.1,0.0999,0.1133,0.15,0.16,0.83,0.83,0.0999,180,162,2953,2658,2449,412,15,15,2.5077
2026-08-04,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,320,20,36.1987,0.0625,1.8099,113.1208,20,0.98,36.9374,0.049,1,11,0,1.7523,2,0.0999,0.0999,0.8976,0.0806,0.1,0.0999,0.0999,0.09,0.1,0.9,0.9,0.0999,200,180,2352,2117,2112,190,15,15,2.4132
2026-08-05,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,347,17,36.2816,0.049,2.1342,104.5579,17,2,18.1408,0.1176,2,14,0,3.5831,2,0.0999,0.0999,0.8901,0.088,0.1,0.0999,0.0999,0.1,0.11,0.89,0.89,0.0999,170,153,2863,2577,2548,252,15,15,2.4188
2026-08-06,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,439,16,37.529,0.0364,2.3456,85.4875,16,2,18.7645,0.125,2,9,0,3.464,4,0.0999,0.0999,0.8598,0.1127,0.1,0.0999,0.1071,0.12,0.13,0.86,0.86,0.0999,160,144,3754,3379,3227,423,15,15,2.5019
2026-08-07,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,189,18,36.3896,0.0952,2.0216,192.5373,18,0,,0,0,9,0,0,6,0.0999,0.0999,0.9001,0.0728,0.1,0.0999,0.0999,0.08,0.09,0.9,0.9,0.0999,180,162,1481,1333,1333,108,15,15,2.426
2026-08-08,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,250,15,29.0433,0.06,1.9362,116.173,15,1,29.0433,0.0667,1,3,0,2.238,2,0.0999,0.0999,0.8396,0.1219,0.1,0.0999,0.1667,0.13,0.15,0.84,0.84,0.0999,150,135,1892,1703,1588,231,15,15,1.9362
2026-08-09,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,72,9,27.5829,0.125,3.0648,383.0956,9,0,,0,0,4,0,0,2,0.0999,0.0999,0.9001,0.0271,0.1,0.0999,0.0999,0.03,0.03,0.9,0.9,0.0999,90,81,561,505,505,15,15,15,1.8389
2026-08-10,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,129,10,25.2492,0.0775,2.5249,195.7306,10,2,12.6246,0.2,1,5,0,2.5743,2,0.0999,0.0999,0.9001,0.0144,0.1,0.0999,0.0999,0.02,0.02,0.9,0.9,0.0999,100,90,1061,955,955,15,15,15,1.6833
2026-08-11,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,118,16,26.0985,0.1356,1.6312,221.1739,16,1,26.0985,0.0625,1,12,0,2.4906,2,0.2046,0.2046,0.7954,0,0.16,0.0999,0.3333,0,0.11,0.84,0.84,0.0999,160,144,430,342,342,0,15,15,1.7399
2026-08-12,Leads-Search-1,22767146837,Search,,enabled,eligible,UNAVAILABLE,USD,America/Chicago,15,Leads-Search-1,14735867458,Enabled,day,False,-15%,200,13,24.44,0.065,1.88,122.2,13,2,12.22,0.1538,3,12,0,2.6596,0,0.0999,0.0999,0.9001,0.0308,0.1,0.0999,0.2177,0.04,0.05,0.9,0.9,0.0999,130,117,1612,1451,1451,50,15,15,1.6293
